correct_term,misspelling,term_type,status
10-minute apgar score of 2,10-minute agar score of 2,generated,active
10-minute apgar score of 2,10-minute apgar score of2,generated,active
10-minute apgar score of 2,10--minute apgar score of 2,generated,active
10-minute apgar score of 2,10-minuute apgar score of 2,generated,active
10-minute apgar score of 2,10-minute apgar scoreof 2,generated,active
10-minute apgar score of 3,10-minute apgar sore of 3,generated,active
10-minute apgar score of 3,10-minute apgar scor eof 3,generated,active
10-minute apgar score of 3,10-mintue apgar score of 3,generated,active
10-minute apgar score of 3,10-minute apgar  score of 3,generated,active
10-minute apgar score of 3,10-minutte apgar score of 3,generated,active
10-minute apgar score of 3,10--minute apgar score of 3,generated,active
10-minute apgar score of 4,10-mintue apgar score of 4,generated,active
10-minute apgar score of 4,10-minute apgar sscore of 4,generated,active
10-minute apgar score of 4,10-minute apgr score of 4,generated,active
10-minute apgar score of 4,10-minute apgar scoer of 4,generated,active
10-minute apgar score of 4,10-minute apgar scor of 4,generated,active
10-minute apgar score of 4,10-minute apgar sccore of 4,generated,active
10-minute apgar score of 5,10-minute apggar score of 5,generated,active
10-minute apgar score of 5,10-minute  apgar score of 5,generated,active
10-minute apgar score of 5,10-minute apgars core of 5,generated,active
10-minute apgar score of 5,10-minute agar score of 5,generated,active
10-minute apgar score of 5,10-minute pagar score of 5,generated,active
10-minute apgar score of 5,10-minuti apgar score of 5,generated,active
10-minute apgar score of 6,10-minute aapgar score of 6,generated,active
10-minute apgar score of 6,10-minute apgar score oph 6,generated,active
10-minute apgar score of 6,10-minute apgar sore of 6,generated,active
10-minute apgar score of 6,10-minute apgar score o f6,generated,active
10-minute apgar score of 6,10-minute apggar score of 6,generated,active
10-minute apgar score of 6,10-minute pgar score of 6,generated,active
11 pairs of ribs,11 paers of ribs,generated,active
11 pairs of ribs,11 apirs of ribs,generated,active
11 pairs of ribs,11 pair sof ribs,generated,active
11 pairs of ribs,11pairs of ribs,generated,active
11 pairs of ribs,11 pars of ribs,generated,active
11 pairs of ribs,11 paris of ribs,generated,active
11 thoracic vertebrae,11 thoracic verttebrae,generated,active
11 thoracic vertebrae,11 thorakic vertebrae,generated,active
11 thoracic vertebrae,11 thoracic verrtebrae,generated,active
11 thoracic vertebrae,11 thoracic vertebare,generated,active
11 thoracic vertebrae,11 thoracic ertebrae,generated,active
11 thoracic vertebrae,11 thoracic vetebrae,generated,active
2 vessel cord,22 vessel cord,generated,active
2 vessel cord,2 vesselcord,generated,active
2 vessel cord,2 vsesel cord,generated,active
2 vessel cord,2 vessel ocrd,generated,active
2 vessel cord,2 vssel cord,generated,active
2 vessel cord,2 vessel cod,generated,active
2 vessel umbilical cord,2 vessel umbiliccal cord,generated,active
2 vessel umbilical cord,2v essel umbilical cord,generated,active
2 vessel umbilical cord,2 vessel umbilicla cord,generated,active
2 vessel umbilical cord,2 vessel umbilicel cord,generated,active
2 vessel umbilical cord,2 vessel mbilical cord,generated,active
2 vessel umbilical cord,2 essel umbilical cord,generated,active
"2,8-dihydroxyadenine crystalluria","2,8-dihydrooxyadenine crystalluria",generated,active
"2,8-dihydroxyadenine crystalluria","2,8-dihydruxyadenine crystalluria",generated,active
"2,8-dihydroxyadenine crystalluria","2,8-diydroxyadenine crystalluria",generated,active
"2,8-dihydroxyadenine crystalluria","2,88-dihydroxyadenine crystalluria",generated,active
"2,8-dihydroxyadenine crystalluria","2,8-dihdroxyadenine crystalluria",generated,active
"2,8-dihydroxyadenine crystalluria","2,8-dihydroxaydenine crystalluria",generated,active
"2,8-dihydroxyadenine urinary crystals","2,8-dihydroxyaenine urinary crystals",generated,active
"2,8-dihydroxyadenine urinary crystals","2,8-dihydroxyadeine urinary crystals",generated,active
"2,8-dihydroxyadenine urinary crystals","2,8-dihydroxyadenien urinary crystals",generated,active
"2,8-dihydroxyadenine urinary crystals","2,8-dihydroxyadenine urnary crystals",generated,active
"2,8-dihydroxyadenine urinary crystals","2,8-dihydroxyadeninne urinary crystals",generated,active
"2,8-dihydroxyadenine urinary crystals","2,8--dihydroxyadenine urinary crystals",generated,active
2--hydroxyphenylacetic aciduria,2--hydroxyphenylacetic acidura,generated,active
2--hydroxyphenylacetic aciduria,2--hydroxyphenylacetic aciduriaa,generated,active
2--hydroxyphenylacetic aciduria,2--hydroxypheylacetic aciduria,generated,active
2--hydroxyphenylacetic aciduria,2--hydroxyphenylacetic acidruia,generated,active
2--hydroxyphenylacetic aciduria,2--hydroxyphenlyacetic aciduria,generated,active
2--hydroxyphenylacetic aciduria,2--hydroxyphenylacetic ciduria,generated,active
2-aminoadipic aciduria,2-aminooadipic aciduria,generated,active
2-aminoadipic aciduria,2-aminoadipci aciduria,generated,active
2-aminoadipic aciduria,2-aminoadipic acidria,generated,active
2-aminoadipic aciduria,2-aminoadipic aicduria,generated,active
2-aminoadipic aciduria,2-aminoadipiic aciduria,generated,active
2-aminoadipic aciduria,2-aminoadipic acidurria,generated,active
2-ethylhydracylic aciduria,2-ethylhydraccylic aciduria,generated,active
2-ethylhydracylic aciduria,2-ethylhydracylic aicduria,generated,active
2-ethylhydracylic aciduria,2-ethyllhydracylic aciduria,generated,active
2-ethylhydracylic aciduria,2-ethylhydracylic aciduira,generated,active
2-ethylhydracylic aciduria,2-ehtylhydracylic aciduria,generated,active
2-ethylhydracylic aciduria,2-ethylhydrcylic aciduria,generated,active
2-hydroxyadipic acid high in urine,2-hydroxyadipic acid high ni urine,generated,active
2-hydroxyadipic acid high in urine,2-hydroxyadipic acid hgh in urine,generated,active
2-hydroxyadipic acid high in urine,2-hydroxyadipic cid high in urine,generated,active
2-hydroxyadipic acid high in urine,2-hydroxyadipic acid high in urnie,generated,active
2-hydroxyadipic acid high in urine,2-hydroxyadipic acid high in urne,generated,active
2-hydroxyadipic acid high in urine,2-hydroxyadipic acid high in uriine,generated,active
2-hydroxyadipic aciduria,2-hydroxyadpic aciduria,generated,active
2-hydroxyadipic aciduria,2-hydroxyadipic aciduira,generated,active
2-hydroxyadipic aciduria,2-hydroxyadipi aciduria,generated,active
2-hydroxyadipic aciduria,2-hydroxyadepic aciduria,generated,active
2-hydroxyadipic aciduria,2-hydroxyadipc aciduria,generated,active
2-hydroxyadipic aciduria,2-hydroxyadippic aciduria,generated,active
2-hydroxyglutarate aciduria,-2hydroxyglutarate aciduria,generated,active
2-hydroxyglutarate aciduria,2-hydroxygluterate aciduria,generated,active
2-hydroxyglutarate aciduria,2-hydroxyglutaratea ciduria,generated,active
2-hydroxyglutarate aciduria,2-hydroxxyglutarate aciduria,generated,active
2-hydroxyglutarate aciduria,2-hydroxygglutarate aciduria,generated,active
2-hydroxyglutarate aciduria,2-hydroxygltarate aciduria,generated,active
2-methylacetoacetic acid present in urine,2-methylactoacetic acid present in urine,generated,active
2-methylacetoacetic acid present in urine,2-methlacetoacetic acid present in urine,generated,active
2-methylacetoacetic acid present in urine,2-methylacetoacetic acid presen in urine,generated,active
2-methylacetoacetic acid present in urine,2-methylacetoacetic acid present in urie,generated,active
2-methylacetoacetic acid present in urine,2-methylacetoaetic acid present in urine,generated,active
2-methylacetoacetic acid present in urine,2-methylacetocetic acid present in urine,generated,active
2-methylbutyryl glycinuria,2-methylbutyryl glykinuria,generated,active
2-methylbutyryl glycinuria,2-methylbutyryl glcinuria,generated,active
2-methylbutyryl glycinuria,2-mthylbutyryl glycinuria,generated,active
2-methylbutyryl glycinuria,2-methylutyryl glycinuria,generated,active
2-methylbutyryl glycinuria,2methylbutyryl glycinuria,generated,active
2-methylbutyryl glycinuria,2-methylbutyryl glycinuia,generated,active
2-methylcitric acid high in urine,2-methylcitric acid hihg in urine,generated,active
2-methylcitric acid high in urine,2-methylcitric acid highh in urine,generated,active
2-methylcitric acid high in urine,2-metthylcitric acid high in urine,generated,active
2-methylcitric acid high in urine,2-methyclitric acid high in urine,generated,active
2-methylcitric acid high in urine,2-metylcitric acid high in urine,generated,active
2-methylcitric acid high in urine,2-methylcitric acid high in urien,generated,active
2-oxoadipic aciduria,2-oxooadipic aciduria,generated,active
2-oxoadipic aciduria,2-oxoadiipic aciduria,generated,active
2-oxoadipic aciduria,22-oxoadipic aciduria,generated,active
2-oxoadipic aciduria,2-oxoadipic aicduria,generated,active
2-oxoadipic aciduria,2-oxoadipi caciduria,generated,active
2-oxoadipic aciduria,2-oxoadipi aciduria,generated,active
2:1 atrioventricular block,2:1 atrioventricular blocc,generated,active
2:1 atrioventricular block,2:1 atriovetricular block,generated,active
2:1 atrioventricular block,2:1 atrioventriicular block,generated,active
2:1 atrioventricular block,2:1 atrioventricular bloock,generated,active
2:1 atrioventricular block,2:1 atrioventricular lbock,generated,active
2:1 atrioventricular block,2:1 atioventricular block,generated,active
2:1 av block,21 av block,generated,active
2:1 av block,2:1 av blok,generated,active
2:1 av block,2:1av block,generated,active
2:1 av block,2:1 va block,generated,active
2:1 av block,2:1 av blocck,generated,active
2:1 av block,2:1 a block,generated,active
2nd toe symphalangism,2nd oe symphalangism,generated,active
2nd toe symphalangism,2nd toe symphalangim,generated,active
2nd toe symphalangism,2nd toe sypmhalangism,generated,active
2nd toe symphalangism,2nd toe symphalanngism,generated,active
2nd toe symphalangism,2nd toe syymphalangism,generated,active
2nd toe symphalangism,2nd toe symphalangsim,generated,active
2nd-5th toe middle phalangeal hypoplasia,2nd-5th toe midde phalangeal hypoplasia,generated,active
2nd-5th toe middle phalangeal hypoplasia,2nd-5th toi middle phalangeal hypoplasia,generated,active
2nd-5th toe middle phalangeal hypoplasia,2nd5th toe middle phalangeal hypoplasia,generated,active
2nd-5th toe middle phalangeal hypoplasia,2nd-5th to emiddle phalangeal hypoplasia,generated,active
2nd-5th toe middle phalangeal hypoplasia,2nd-5th toe middle phalangeal hyopplasia,generated,active
2nd-5th toe middle phalangeal hypoplasia,2nd-5th toe middle phalangel hypoplasia,generated,active
3-hydroxydicarboxylic aciduria,3h-ydroxydicarboxylic aciduria,generated,active
3-hydroxydicarboxylic aciduria,3-hydroxydicarboxylic acciduria,generated,active
3-hydroxydicarboxylic aciduria,3-hyrdoxydicarboxylic aciduria,generated,active
3-hydroxydicarboxylic aciduria,3-hydroxydicarboylic aciduria,generated,active
3-hydroxydicarboxylic aciduria,3-hydruxydicarboxylic aciduria,generated,active
3-hydroxydicarboxylic aciduria,3-hydroxydicarboxylicc aciduria,generated,active
3-hydroxyglutaric acid high in urine,3-hydroxyglutaric aicd high in urine,generated,active
3-hydroxyglutaric acid high in urine,3-hydrooxyglutaric acid high in urine,generated,active
3-hydroxyglutaric acid high in urine,3-hydroxyglutaric acid hihg in urine,generated,active
3-hydroxyglutaric acid high in urine,3-hydroxyglutaric acid high in urnie,generated,active
3-hydroxyglutaric acid high in urine,3-hydroxyglutarec acid high in urine,generated,active
3-hydroxyglutaric acid high in urine,3-hydroxyglutairc acid high in urine,generated,active
3-hydroxyisovaleric aciduria,3-hdroxyisovaleric aciduria,generated,active
3-hydroxyisovaleric aciduria,3-hydroxyesovaleric aciduria,generated,active
3-hydroxyisovaleric aciduria,3h-ydroxyisovaleric aciduria,generated,active
3-hydroxyisovaleric aciduria,3-hydroxyisovalric aciduria,generated,active
3-hydroxyisovaleric aciduria,3-hydroxyisovaleric aciuria,generated,active
3-hydroxyisovaleric aciduria,3-hydroxyyisovaleric aciduria,generated,active
3-hydroxypropionic acid high in urine,3-hydroxypropionic acidd high in urine,generated,active
3-hydroxypropionic acid high in urine,3-hydoxypropionic acid high in urine,generated,active
3-hydroxypropionic acid high in urine,3-hydroxypropioinc acid high in urine,generated,active
3-hydroxypropionic acid high in urine,3-hydroxypropionic acid high in uriine,generated,active
3-hydroxypropionic acid high in urine,3-hhydroxypropionic acid high in urine,generated,active
3-hydroxypropionic acid high in urine,3-hydroxyprropionic acid high in urine,generated,active
3-ketoacyl-coa thiolase (thio) deficiency,3-ketoacyl-coa thiolase (tho) deficiency,generated,active
3-ketoacyl-coa thiolase (thio) deficiency,3-ketoacyl-coa thiolase(thio) deficiency,generated,active
3-ketoacyl-coa thiolase (thio) deficiency,3-ketoacyl-coa hiolase (thio) deficiency,generated,active
3-ketoacyl-coa thiolase (thio) deficiency,3-ketacyl-coa thiolase (thio) deficiency,generated,active
3-ketoacyl-coa thiolase (thio) deficiency,3-ketoacyl-oa thiolase (thio) deficiency,generated,active
3-ketoacyl-coa thiolase (thio) deficiency,3-ketoacl-coa thiolase (thio) deficiency,generated,active
3-methylglutaconic aciduria,3-methylglutaconic aciduia,generated,active
3-methylglutaconic aciduria,3-methylglutaconica ciduria,generated,active
3-methylglutaconic aciduria,3-methylglutacconic aciduria,generated,active
3-methylglutaconic aciduria,3-mehylglutaconic aciduria,generated,active
3-methylglutaconic aciduria,3-methylglutakonic aciduria,generated,active
3-methylglutaconic aciduria,3-methlglutaconic aciduria,generated,active
3-methylglutaconicaciduria,3-methylglutcaonicaciduria,generated,active
3-methylglutaconicaciduria,3-methylglutaconciaciduria,generated,active
3-methylglutaconicaciduria,-methylglutaconicaciduria,generated,active
3-methylglutaconicaciduria,3-methylglutacoicaciduria,generated,active
3-methylglutaconicaciduria,3-methylglutaconicacidruia,generated,active
3-methylglutaconicaciduria,3-methylglutaconiccaciduria,generated,active
3-methylglutaric aciduria,3-methylgluttaric aciduria,generated,active
3-methylglutaric aciduria,-methylglutaric aciduria,generated,active
3-methylglutaric aciduria,3-methygllutaric aciduria,generated,active
3-methylglutaric aciduria,3-methylgluteric aciduria,generated,active
3-methylglutaric aciduria,3-mithylglutaric aciduria,generated,active
3-methylglutaric aciduria,33-methylglutaric aciduria,generated,active
3-methylglutaricaciduria,3-methylglutaircaciduria,generated,active
3-methylglutaricaciduria,3-methylglutaricaciduia,generated,active
3-methylglutaricaciduria,3-methylglutaricacidduria,generated,active
3-methylglutaricaciduria,3-methylglutaricaciduri,generated,active
3-methylglutaricaciduria,3m-ethylglutaricaciduria,generated,active
3-methylglutaricaciduria,3-methhylglutaricaciduria,generated,active
