hiligaynon_term,english_term,synonym_group,status
suffering from 1-minute apgar score of 1,1-minute APGAR Score of 1,1_minute_apgar_score_of_1,active
1-minute apgar score of 1 symptom,1-minute APGAR Score of 1,1_minute_apgar_score_of_1,active
feeling of 1-minute apgar score of 1,1-minute APGAR Score of 1,1_minute_apgar_score_of_1,active
complains of 1-minute apgar score of 1,1-minute APGAR Score of 1,1_minute_apgar_score_of_1,active
with 1-minute apgar score of 1,1-minute APGAR Score of 1,1_minute_apgar_score_of_1,active
1-minute apgar score of 1 present,1-minute APGAR Score of 1,1_minute_apgar_score_of_1,active
ongoing 1-minute apgar score of 1,1-minute APGAR Score of 1,1_minute_apgar_score_of_1,active
persistent 1-minute apgar score of 1,1-minute APGAR Score of 1,1_minute_apgar_score_of_1,active
i have 1-minute apgar score of 2,1-minute APGAR Score of 2,1_minute_apgar_score_of_2,active
experiencing 1-minute apgar score of 2,1-minute APGAR Score of 2,1_minute_apgar_score_of_2,active
suffering from 1-minute apgar score of 2,1-minute APGAR Score of 2,1_minute_apgar_score_of_2,active
1-minute apgar score of 2 symptom,1-minute APGAR Score of 2,1_minute_apgar_score_of_2,active
feeling of 1-minute apgar score of 2,1-minute APGAR Score of 2,1_minute_apgar_score_of_2,active
complains of 1-minute apgar score of 2,1-minute APGAR Score of 2,1_minute_apgar_score_of_2,active
with 1-minute apgar score of 2,1-minute APGAR Score of 2,1_minute_apgar_score_of_2,active
1-minute apgar score of 2 present,1-minute APGAR Score of 2,1_minute_apgar_score_of_2,active
ongoing 1-minute apgar score of 2,1-minute APGAR Score of 2,1_minute_apgar_score_of_2,active
persistent 1-minute apgar score of 2,1-minute APGAR Score of 2,1_minute_apgar_score_of_2,active
i have 1-minute apgar score of 3,1-minute APGAR Score of 3,1_minute_apgar_score_of_3,active
experiencing 1-minute apgar score of 3,1-minute APGAR Score of 3,1_minute_apgar_score_of_3,active
suffering from 1-minute apgar score of 3,1-minute APGAR Score of 3,1_minute_apgar_score_of_3,active
1-minute apgar score of 3 symptom,1-minute APGAR Score of 3,1_minute_apgar_score_of_3,active
feeling of 1-minute apgar score of 3,1-minute APGAR Score of 3,1_minute_apgar_score_of_3,active
complains of 1-minute apgar score of 3,1-minute APGAR Score of 3,1_minute_apgar_score_of_3,active
with 1-minute apgar score of 3,1-minute APGAR Score of 3,1_minute_apgar_score_of_3,active
1-minute apgar score of 3 present,1-minute APGAR Score of 3,1_minute_apgar_score_of_3,active
ongoing 1-minute apgar score of 3,1-minute APGAR Score of 3,1_minute_apgar_score_of_3,active
persistent 1-minute apgar score of 3,1-minute APGAR Score of 3,1_minute_apgar_score_of_3,active
i have 1-minute apgar score of 4,1-minute APGAR Score of 4,1_minute_apgar_score_of_4,active
experiencing 1-minute apgar score of 4,1-minute APGAR Score of 4,1_minute_apgar_score_of_4,active
suffering from 1-minute apgar score of 4,1-minute APGAR Score of 4,1_minute_apgar_score_of_4,active
1-minute apgar score of 4 symptom,1-minute APGAR Score of 4,1_minute_apgar_score_of_4,active
feeling of 1-minute apgar score of 4,1-minute APGAR Score of 4,1_minute_apgar_score_of_4,active
complains of 1-minute apgar score of 4,1-minute APGAR Score of 4,1_minute_apgar_score_of_4,active
with 1-minute apgar score of 4,1-minute APGAR Score of 4,1_minute_apgar_score_of_4,active
1-minute apgar score of 4 present,1-minute APGAR Score of 4,1_minute_apgar_score_of_4,active
ongoing 1-minute apgar score of 4,1-minute APGAR Score of 4,1_minute_apgar_score_of_4,active
persistent 1-minute apgar score of 4,1-minute APGAR Score of 4,1_minute_apgar_score_of_4,active
i have 1-minute apgar score of 5,1-minute APGAR Score of 5,1_minute_apgar_score_of_5,active
experiencing 1-minute apgar score of 5,1-minute APGAR Score of 5,1_minute_apgar_score_of_5,active
suffering from 1-minute apgar score of 5,1-minute APGAR Score of 5,1_minute_apgar_score_of_5,active
1-minute apgar score of 5 symptom,1-minute APGAR Score of 5,1_minute_apgar_score_of_5,active
feeling of 1-minute apgar score of 5,1-minute APGAR Score of 5,1_minute_apgar_score_of_5,active
complains of 1-minute apgar score of 5,1-minute APGAR Score of 5,1_minute_apgar_score_of_5,active
with 1-minute apgar score of 5,1-minute APGAR Score of 5,1_minute_apgar_score_of_5,active
1-minute apgar score of 5 present,1-minute APGAR Score of 5,1_minute_apgar_score_of_5,active
ongoing 1-minute apgar score of 5,1-minute APGAR Score of 5,1_minute_apgar_score_of_5,active
persistent 1-minute apgar score of 5,1-minute APGAR Score of 5,1_minute_apgar_score_of_5,active
i have 1-minute apgar score of 6,1-minute APGAR Score of 6,1_minute_apgar_score_of_6,active
experiencing 1-minute apgar score of 6,1-minute APGAR Score of 6,1_minute_apgar_score_of_6,active
suffering from 1-minute apgar score of 6,1-minute APGAR Score of 6,1_minute_apgar_score_of_6,active
1-minute apgar score of 6 symptom,1-minute APGAR Score of 6,1_minute_apgar_score_of_6,active
feeling of 1-minute apgar score of 6,1-minute APGAR Score of 6,1_minute_apgar_score_of_6,active
complains of 1-minute apgar score of 6,1-minute APGAR Score of 6,1_minute_apgar_score_of_6,active
with 1-minute apgar score of 6,1-minute APGAR Score of 6,1_minute_apgar_score_of_6,active
1-minute apgar score of 6 present,1-minute APGAR Score of 6,1_minute_apgar_score_of_6,active
ongoing 1-minute apgar score of 6,1-minute APGAR Score of 6,1_minute_apgar_score_of_6,active
persistent 1-minute apgar score of 6,1-minute APGAR Score of 6,1_minute_apgar_score_of_6,active
i have 10 pairs of ribs,10 Pairs of Ribs,10_pairs_of_ribs,active
experiencing 10 pairs of ribs,10 Pairs of Ribs,10_pairs_of_ribs,active
suffering from 10 pairs of ribs,10 Pairs of Ribs,10_pairs_of_ribs,active
10 pairs of ribs symptom,10 Pairs of Ribs,10_pairs_of_ribs,active
feeling of 10 pairs of ribs,10 Pairs of Ribs,10_pairs_of_ribs,active
complains of 10 pairs of ribs,10 Pairs of Ribs,10_pairs_of_ribs,active
with 10 pairs of ribs,10 Pairs of Ribs,10_pairs_of_ribs,active
10 pairs of ribs present,10 Pairs of Ribs,10_pairs_of_ribs,active
ongoing 10 pairs of ribs,10 Pairs of Ribs,10_pairs_of_ribs,active
persistent 10 pairs of ribs,10 Pairs of Ribs,10_pairs_of_ribs,active
i have 10-minute apgar score of 0,10-minute APGAR Score of 0,10_minute_apgar_score_of_0,active
experiencing 10-minute apgar score of 0,10-minute APGAR Score of 0,10_minute_apgar_score_of_0,active
suffering from 10-minute apgar score of 0,10-minute APGAR Score of 0,10_minute_apgar_score_of_0,active
10-minute apgar score of 0 symptom,10-minute APGAR Score of 0,10_minute_apgar_score_of_0,active
feeling of 10-minute apgar score of 0,10-minute APGAR Score of 0,10_minute_apgar_score_of_0,active
complains of 10-minute apgar score of 0,10-minute APGAR Score of 0,10_minute_apgar_score_of_0,active
with 10-minute apgar score of 0,10-minute APGAR Score of 0,10_minute_apgar_score_of_0,active
10-minute apgar score of 0 present,10-minute APGAR Score of 0,10_minute_apgar_score_of_0,active
ongoing 10-minute apgar score of 0,10-minute APGAR Score of 0,10_minute_apgar_score_of_0,active
persistent 10-minute apgar score of 0,10-minute APGAR Score of 0,10_minute_apgar_score_of_0,active
i have 10-minute apgar score of 1,10-minute APGAR Score of 1,10_minute_apgar_score_of_1,active
experiencing 10-minute apgar score of 1,10-minute APGAR Score of 1,10_minute_apgar_score_of_1,active
suffering from 10-minute apgar score of 1,10-minute APGAR Score of 1,10_minute_apgar_score_of_1,active
10-minute apgar score of 1 symptom,10-minute APGAR Score of 1,10_minute_apgar_score_of_1,active
feeling of 10-minute apgar score of 1,10-minute APGAR Score of 1,10_minute_apgar_score_of_1,active
complains of 10-minute apgar score of 1,10-minute APGAR Score of 1,10_minute_apgar_score_of_1,active
with 10-minute apgar score of 1,10-minute APGAR Score of 1,10_minute_apgar_score_of_1,active
10-minute apgar score of 1 present,10-minute APGAR Score of 1,10_minute_apgar_score_of_1,active
ongoing 10-minute apgar score of 1,10-minute APGAR Score of 1,10_minute_apgar_score_of_1,active
persistent 10-minute apgar score of 1,10-minute APGAR Score of 1,10_minute_apgar_score_of_1,active
i have 10-minute apgar score of 2,10-minute APGAR Score of 2,10_minute_apgar_score_of_2,active
experiencing 10-minute apgar score of 2,10-minute APGAR Score of 2,10_minute_apgar_score_of_2,active
suffering from 10-minute apgar score of 2,10-minute APGAR Score of 2,10_minute_apgar_score_of_2,active
10-minute apgar score of 2 symptom,10-minute APGAR Score of 2,10_minute_apgar_score_of_2,active
feeling of 10-minute apgar score of 2,10-minute APGAR Score of 2,10_minute_apgar_score_of_2,active
complains of 10-minute apgar score of 2,10-minute APGAR Score of 2,10_minute_apgar_score_of_2,active
with 10-minute apgar score of 2,10-minute APGAR Score of 2,10_minute_apgar_score_of_2,active
10-minute apgar score of 2 present,10-minute APGAR Score of 2,10_minute_apgar_score_of_2,active
ongoing 10-minute apgar score of 2,10-minute APGAR Score of 2,10_minute_apgar_score_of_2,active
persistent 10-minute apgar score of 2,10-minute APGAR Score of 2,10_minute_apgar_score_of_2,active
i have 10-minute apgar score of 3,10-minute APGAR Score of 3,10_minute_apgar_score_of_3,active
experiencing 10-minute apgar score of 3,10-minute APGAR Score of 3,10_minute_apgar_score_of_3,active
suffering from 10-minute apgar score of 3,10-minute APGAR Score of 3,10_minute_apgar_score_of_3,active
10-minute apgar score of 3 symptom,10-minute APGAR Score of 3,10_minute_apgar_score_of_3,active
feeling of 10-minute apgar score of 3,10-minute APGAR Score of 3,10_minute_apgar_score_of_3,active
complains of 10-minute apgar score of 3,10-minute APGAR Score of 3,10_minute_apgar_score_of_3,active
with 10-minute apgar score of 3,10-minute APGAR Score of 3,10_minute_apgar_score_of_3,active
10-minute apgar score of 3 present,10-minute APGAR Score of 3,10_minute_apgar_score_of_3,active
ongoing 10-minute apgar score of 3,10-minute APGAR Score of 3,10_minute_apgar_score_of_3,active
persistent 10-minute apgar score of 3,10-minute APGAR Score of 3,10_minute_apgar_score_of_3,active
i have 10-minute apgar score of 4,10-minute APGAR Score of 4,10_minute_apgar_score_of_4,active
experiencing 10-minute apgar score of 4,10-minute APGAR Score of 4,10_minute_apgar_score_of_4,active
suffering from 10-minute apgar score of 4,10-minute APGAR Score of 4,10_minute_apgar_score_of_4,active
10-minute apgar score of 4 symptom,10-minute APGAR Score of 4,10_minute_apgar_score_of_4,active
feeling of 10-minute apgar score of 4,10-minute APGAR Score of 4,10_minute_apgar_score_of_4,active
complains of 10-minute apgar score of 4,10-minute APGAR Score of 4,10_minute_apgar_score_of_4,active
with 10-minute apgar score of 4,10-minute APGAR Score of 4,10_minute_apgar_score_of_4,active
10-minute apgar score of 4 present,10-minute APGAR Score of 4,10_minute_apgar_score_of_4,active
ongoing 10-minute apgar score of 4,10-minute APGAR Score of 4,10_minute_apgar_score_of_4,active
persistent 10-minute apgar score of 4,10-minute APGAR Score of 4,10_minute_apgar_score_of_4,active
i have 10-minute apgar score of 5,10-minute APGAR Score of 5,10_minute_apgar_score_of_5,active
experiencing 10-minute apgar score of 5,10-minute APGAR Score of 5,10_minute_apgar_score_of_5,active
suffering from 10-minute apgar score of 5,10-minute APGAR Score of 5,10_minute_apgar_score_of_5,active
10-minute apgar score of 5 symptom,10-minute APGAR Score of 5,10_minute_apgar_score_of_5,active
feeling of 10-minute apgar score of 5,10-minute APGAR Score of 5,10_minute_apgar_score_of_5,active
complains of 10-minute apgar score of 5,10-minute APGAR Score of 5,10_minute_apgar_score_of_5,active
with 10-minute apgar score of 5,10-minute APGAR Score of 5,10_minute_apgar_score_of_5,active
10-minute apgar score of 5 present,10-minute APGAR Score of 5,10_minute_apgar_score_of_5,active
ongoing 10-minute apgar score of 5,10-minute APGAR Score of 5,10_minute_apgar_score_of_5,active
persistent 10-minute apgar score of 5,10-minute APGAR Score of 5,10_minute_apgar_score_of_5,active
i have 10-minute apgar score of 6,10-minute APGAR Score of 6,10_minute_apgar_score_of_6,active
experiencing 10-minute apgar score of 6,10-minute APGAR Score of 6,10_minute_apgar_score_of_6,active
suffering from 10-minute apgar score of 6,10-minute APGAR Score of 6,10_minute_apgar_score_of_6,active
10-minute apgar score of 6 symptom,10-minute APGAR Score of 6,10_minute_apgar_score_of_6,active
feeling of 10-minute apgar score of 6,10-minute APGAR Score of 6,10_minute_apgar_score_of_6,active
complains of 10-minute apgar score of 6,10-minute APGAR Score of 6,10_minute_apgar_score_of_6,active
with 10-minute apgar score of 6,10-minute APGAR Score of 6,10_minute_apgar_score_of_6,active
10-minute apgar score of 6 present,10-minute APGAR Score of 6,10_minute_apgar_score_of_6,active
ongoing 10-minute apgar score of 6,10-minute APGAR Score of 6,10_minute_apgar_score_of_6,active
persistent 10-minute apgar score of 6,10-minute APGAR Score of 6,10_minute_apgar_score_of_6,active
i have 11 pairs of ribs,11 Pairs of Ribs,11_pairs_of_ribs,active
experiencing 11 pairs of ribs,11 Pairs of Ribs,11_pairs_of_ribs,active
suffering from 11 pairs of ribs,11 Pairs of Ribs,11_pairs_of_ribs,active
11 pairs of ribs symptom,11 Pairs of Ribs,11_pairs_of_ribs,active
feeling of 11 pairs of ribs,11 Pairs of Ribs,11_pairs_of_ribs,active
complains of 11 pairs of ribs,11 Pairs of Ribs,11_pairs_of_ribs,active
with 11 pairs of ribs,11 Pairs of Ribs,11_pairs_of_ribs,active
11 pairs of ribs present,11 Pairs of Ribs,11_pairs_of_ribs,active
ongoing 11 pairs of ribs,11 Pairs of Ribs,11_pairs_of_ribs,active
persistent 11 pairs of ribs,11 Pairs of Ribs,11_pairs_of_ribs,active
i have 11 thoracic vertebrae,11 Thoracic Vertebrae,11_thoracic_vertebrae,active
experiencing 11 thoracic vertebrae,11 Thoracic Vertebrae,11_thoracic_vertebrae,active
suffering from 11 thoracic vertebrae,11 Thoracic Vertebrae,11_thoracic_vertebrae,active
11 thoracic vertebrae symptom,11 Thoracic Vertebrae,11_thoracic_vertebrae,active
feeling of 11 thoracic vertebrae,11 Thoracic Vertebrae,11_thoracic_vertebrae,active
complains of 11 thoracic vertebrae,11 Thoracic Vertebrae,11_thoracic_vertebrae,active
with 11 thoracic vertebrae,11 Thoracic Vertebrae,11_thoracic_vertebrae,active
11 thoracic vertebrae present,11 Thoracic Vertebrae,11_thoracic_vertebrae,active
ongoing 11 thoracic vertebrae,11 Thoracic Vertebrae,11_thoracic_vertebrae,active
