hiligaynon_term,english_term,medical_category,severity,triage_level,status
daw ginkagat sang ido ko kag nag dugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
daw ginkagat sang ido ko kag nag dugo man,dog bite with bleeding,Bite,Critical,emergency,active
daw ginkagat sang ido ko kag nag dugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
daw ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
daw ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
daw ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
daw ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
daw ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
daw ginkagat sang ido ku kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
daw ginkagat sang ido ku kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
daw ginkagat sang ido ku kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
daw ginkagat sang ido ku kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
daw ginkagat sang ido ku kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
daw ginsumbag ko kag nabun-og ulo gid,physical assault with head bruise,Trauma,High,emergency,active
daw ginsumbag ko kag nabun-og ulo gid ko,physical assault with head bruise,Trauma,High,emergency,active
daw ginsumbag ko kag nabun-og ulo ko gid,physical assault with head bruise,Trauma,High,emergency,active
daw ginsumbag ko kag nabun-og ulo man,physical assault with head bruise,Trauma,High,emergency,active
daw ginsumbag ko kag nabun-og ulo na gid,physical assault with head bruise,Trauma,High,emergency,active
daw ginsumbag ku kag nabun-og ulo gid,physical assault with head bruise,Trauma,High,emergency,active
daw ginsumbag ku kag nabun-og ulo gid ko,physical assault with head bruise,Trauma,High,emergency,active
daw ginsumbag ku kag nabun-og ulo ko gid,physical assault with head bruise,Trauma,High,emergency,active
daw ginsumbag ku kag nabun-og ulo man,physical assault with head bruise,Trauma,High,emergency,active
daw ginsumbag ku kag nabun-og ulo na gid,physical assault with head bruise,Trauma,High,emergency,active
daw indi ko maka-ginhawa tungod sa alerdyi,allergic airway obstruction,Emergency,Critical,emergency,active
daw mabali acun batiis,suspected leg fracture,Fracture,High,emergency,active
daw mabali acun buuk,suspected arm fracture,Fracture,High,emergency,active
daw mabali acun kamot,suspected hand fracture,Fracture,High,emergency,active
daw mabali acun tiil,suspected foot fracture,Fracture,High,emergency,active
daw mabali acun tudlo,suspected finger fracture,Fracture,High,emergency,active
daw mabali acun tuhod,suspected knee fracture,Fracture,High,emergency,active
daw mabali acun ulo,suspected skull fracture,Fracture,High,emergency,active
daw mabali akon batiis,suspected leg fracture,Fracture,High,emergency,active
daw mabali akon buuk,suspected arm fracture,Fracture,High,emergency,active
daw mabali akon kamot,suspected hand fracture,Fracture,High,emergency,active
daw mabali akon tiil,suspected foot fracture,Fracture,High,emergency,active
daw mabali akon tudlo,suspected finger fracture,Fracture,High,emergency,active
daw mabali akon tuhod,suspected knee fracture,Fracture,High,emergency,active
daw mabali akon ulo,suspected skull fracture,Fracture,High,emergency,active
daw mabali batiis ko,suspected leg fracture,Fracture,High,emergency,active
daw mabali batiis ku,suspected leg fracture,Fracture,High,emergency,active
daw mabali buuk ko,suspected arm fracture,Fracture,High,emergency,active
daw mabali buuk ku,suspected arm fracture,Fracture,High,emergency,active
daw mabali kamot ko,suspected hand fracture,Fracture,High,emergency,active
daw mabali kamot ku,suspected hand fracture,Fracture,High,emergency,active
daw mabali tiil ko,suspected foot fracture,Fracture,High,emergency,active
daw mabali tiil ku,suspected foot fracture,Fracture,High,emergency,active
daw mabali tudlo ko,suspected finger fracture,Fracture,High,emergency,active
daw mabali tudlo ku,suspected finger fracture,Fracture,High,emergency,active
daw mabali tuhod ko,suspected knee fracture,Fracture,High,emergency,active
daw mabali tuhod ku,suspected knee fracture,Fracture,High,emergency,active
daw mabali ulo ko,suspected skull fracture,Fracture,High,emergency,active
daw mabali ulo ku,suspected skull fracture,Fracture,High,emergency,active
daw may nana akon mata,eye infection,Infection,High,urgent,active
daw may nana akon mata subong gid,eye infection,Infection,High,urgent,active
daw may nana akon mata subong gid ko,eye infection,Infection,High,urgent,active
daw may nana akon mata subong ko gid,eye infection,Infection,High,urgent,active
daw may nana akon mata subong man,eye infection,Infection,High,urgent,active
daw may nana akon mata subong na gid,eye infection,Infection,High,urgent,active
daw may nana sa bilat ko,vaginal infection,infection,High,urgent,active
daw may pilas ko sa kamot kag nag dugo gid,bleeding hand wound,Wound,High,emergency,active
daw may pilas ko sa kamot kag nag dugo gid ko,bleeding hand wound,Wound,High,emergency,active
daw may pilas ko sa kamot kag nag dugo ko gid,bleeding hand wound,Wound,High,emergency,active
daw may pilas ko sa kamot kag nag dugo man,bleeding hand wound,Wound,High,emergency,active
daw may pilas ko sa kamot kag nag dugo na gid,bleeding hand wound,Wound,High,emergency,active
daw may pilas ko sa kamot kag nagdugo gid,bleeding hand wound,Wound,High,emergency,active
daw may pilas ko sa kamot kag nagdugo gid ko,bleeding hand wound,Wound,High,emergency,active
daw may pilas ko sa kamot kag nagdugo ko gid,bleeding hand wound,Wound,High,emergency,active
daw may pilas ko sa kamot kag nagdugo man,bleeding hand wound,Wound,High,emergency,active
daw may pilas ko sa kamot kag nagdugo na gid,bleeding hand wound,Wound,High,emergency,active
daw may pilas ku sa kamot kag nagdugo gid,bleeding hand wound,Wound,High,emergency,active
daw may pilas ku sa kamot kag nagdugo gid ko,bleeding hand wound,Wound,High,emergency,active
daw may pilas ku sa kamot kag nagdugo ko gid,bleeding hand wound,Wound,High,emergency,active
daw may pilas ku sa kamot kag nagdugo man,bleeding hand wound,Wound,High,emergency,active
daw may pilas ku sa kamot kag nagdugo na gid,bleeding hand wound,Wound,High,emergency,active
daw nabali kamot ko,hand fracture,Fracture,High,emergency,active
daw nabali kamot ko sang natumba gid,hand fracture,Fracture,High,emergency,active
daw nabali kamot ko sang natumba gid ko,hand fracture,Fracture,High,emergency,active
daw nabali kamot ko sang natumba ko gid,hand fracture,Fracture,High,emergency,active
daw nabali kamot ko sang natumba man,hand fracture,Fracture,High,emergency,active
daw nabali kamot ko sang natumba na gid,hand fracture,Fracture,High,emergency,active
daw nabali kamot ku sang natumba gid,hand fracture,Fracture,High,emergency,active
daw nabali kamot ku sang natumba gid ko,hand fracture,Fracture,High,emergency,active
daw nabali kamot ku sang natumba ko gid,hand fracture,Fracture,High,emergency,active
daw nabali kamot ku sang natumba man,hand fracture,Fracture,High,emergency,active
daw nabali kamot ku sang natumba na gid,hand fracture,Fracture,High,emergency,active
daw nabali na kamot ko sang natumba gid,hand fracture,Fracture,High,emergency,active
daw nabali na kamot ko sang natumba gid ko,hand fracture,Fracture,High,emergency,active
daw nabali na kamot ko sang natumba ko gid,hand fracture,Fracture,High,emergency,active
daw nabali na kamot ko sang natumba man,hand fracture,Fracture,High,emergency,active
daw nabali na kamot ko sang natumba na gid,hand fracture,Fracture,High,emergency,active
daw nabunggo ko sa salakyan kag nag dugo ulo gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nabunggo ko sa salakyan kag nag dugo ulo gid ko,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nabunggo ko sa salakyan kag nag dugo ulo ko gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nabunggo ko sa salakyan kag nag dugo ulo man,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nabunggo ko sa salakyan kag nag dugo ulo na gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nabunggo ko sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nabunggo ko sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nabunggo ko sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nabunggo ko sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nabunggo ko sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nabunggo ku sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nabunggo ku sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nabunggo ku sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nabunggo ku sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nabunggo ku sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
daw nag dugo ulo ko pagkatapos natumba gid,head bleeding after fall,Trauma,Critical,emergency,active
daw nag dugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,Trauma,Critical,emergency,active
daw nag dugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,Trauma,Critical,emergency,active
daw nag dugo ulo ko pagkatapos natumba man,head bleeding after fall,Trauma,Critical,emergency,active
daw nag dugo ulo ko pagkatapos natumba na gid,head bleeding after fall,Trauma,Critical,emergency,active
daw nagdugo ulo ko,head bleeding,Bleeding,Critical,emergency,active
daw nagdugo ulo ko pagkatapos natumba gid,head bleeding after fall,Trauma,Critical,emergency,active
daw nagdugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,Trauma,Critical,emergency,active
daw nagdugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,Trauma,Critical,emergency,active
daw nagdugo ulo ko pagkatapos natumba man,head bleeding after fall,Trauma,Critical,emergency,active
daw nagdugo ulo ko pagkatapos natumba na gid,head bleeding after fall,Trauma,Critical,emergency,active
daw nagdugo ulo ku pagkatapos natumba gid,head bleeding after fall,Trauma,Critical,emergency,active
daw nagdugo ulo ku pagkatapos natumba gid ko,head bleeding after fall,Trauma,Critical,emergency,active
daw nagdugo ulo ku pagkatapos natumba ko gid,head bleeding after fall,Trauma,Critical,emergency,active
daw nagdugo ulo ku pagkatapos natumba man,head bleeding after fall,Trauma,Critical,emergency,active
daw nagdugo ulo ku pagkatapos natumba na gid,head bleeding after fall,Trauma,Critical,emergency,active
daw nakuryente ko sang kuryente gid,electrical injury,Trauma,Critical,emergency,active
daw nakuryente ko sang kuryente gid ko,electrical injury,Trauma,Critical,emergency,active
daw nakuryente ko sang kuryente ko gid,electrical injury,Trauma,Critical,emergency,active
daw nakuryente ko sang kuryente man,electrical injury,Trauma,Critical,emergency,active
daw nakuryente ko sang kuryente na gid,electrical injury,Trauma,Critical,emergency,active
daw nakuryente ku sang kuryente gid,electrical injury,Trauma,Critical,emergency,active
daw nakuryente ku sang kuryente gid ko,electrical injury,Trauma,Critical,emergency,active
daw nakuryente ku sang kuryente ko gid,electrical injury,Trauma,Critical,emergency,active
daw nakuryente ku sang kuryente man,electrical injury,Trauma,Critical,emergency,active
daw nakuryente ku sang kuryente na gid,electrical injury,Trauma,Critical,emergency,active
daw nautod na tudlo ko sang makina gid,amputated finger,Trauma,Critical,emergency,active
daw nautod na tudlo ko sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
daw nautod na tudlo ko sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
daw nautod na tudlo ko sang makina man,amputated finger,Trauma,Critical,emergency,active
daw nautod na tudlo ko sang makina na gid,amputated finger,Trauma,Critical,emergency,active
daw nautod tudlo ko sang makina gid,amputated finger,Trauma,Critical,emergency,active
daw nautod tudlo ko sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
daw nautod tudlo ko sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
daw nautod tudlo ko sang makina man,amputated finger,Trauma,Critical,emergency,active
daw nautod tudlo ko sang makina na gid,amputated finger,Trauma,Critical,emergency,active
daw nautod tudlo ku sang makina gid,amputated finger,Trauma,Critical,emergency,active
daw nautod tudlo ku sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
daw nautod tudlo ku sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
daw nautod tudlo ku sang makina man,amputated finger,Trauma,Critical,emergency,active
daw nautod tudlo ku sang makina na gid,amputated finger,Trauma,Critical,emergency,active
daw nga budlay magginhawa ko,difficulty breathing,Respiratory,Critical,emergency,active
daw nga gasakit dughan ko,chest pain,Cardiovascular,High,emergency,active
daw nga ginkagat sang ido ko,dog bite,Bite,Critical,emergency,active
daw nga may nana akon mata,eye infection,Infection,High,urgent,active
daw nga nabali kamot ko,hand fracture,Fracture,High,emergency,active
daw nga nagdugo ulo ko,head bleeding,Bleeding,Critical,emergency,active
db,dengue fever,Infectious,Critical,emergency,active
dengue,dengue fever,Infectious,Critical,emergency,active
dengue fever,dengue fever,Infectious,Critical,emergency,active
diabetes,diabetes mellitus,Endocrine,Medium,urgent,active
diabetis,diabetes mellitus,Endocrine,Medium,urgent,active
dm,diabetes mellitus,Endocrine,Medium,urgent,active
doc gadugo bilat ko,vaginal bleeding,gynecologic_symptom,High,urgent,active
doc ginkagat ido ko,dog bite,Bite,Critical,emergency,active
doc may nana mata ko,eye infection,Infection,High,urgent,active
doc may nana sa bilat ko,vaginal infection,infection,High,urgent,active
doc nabali kamot ko,hand fracture,Fracture,High,emergency,active
doc nagdugo pilas ko,bleeding wound,Wound,High,emergency,active
doc nakuryente ko,electrical injury,Trauma,Critical,emergency,active
dugay na gahubag kamot ko kag nagdugo kamot ko,hand swelling with bleeding,Trauma,High,emergency,active
dugay na gahubag lawas ko kag gakatol lawas ko,body swelling with itching,Allergy,High,emergency,active
dugay na gahubag tungod ko kag ginahilanat ko,throat swelling with fever,ENT,High,emergency,active
dugay na gin kagat sang ido ko kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
dugay na gin kagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
dugay na gin kagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
