id,hiligaynon_complaint,normalized_symptom,english_translation,medical_term,body_part,pain_category,severity_level,alternative_spellings
110,nagasakit tyan ko gid ko,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
111,pareho abdominal pain gid ko gid,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
112,pareho hapdi tian ko gid ko,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
113,pareho hapdi tiyan ko gid ko,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
114,pareho hapdi tyan ko gid ko,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
115,pareho masakit grabe akon tian subong,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
116,pareho masakit grabe akon tiyan subong,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
117,pareho masakit grabe akon tyan subong,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
118,pareho may ara ko sakit tian subong subong,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
119,pareho may ara ko sakit tiyan subong subong,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
120,pareho may ara ko sakit tyan subong subong,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
121,pareho pirmi ko hapdi tian gid,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
122,pareho pirmi ko hapdi tiyan gid,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
123,pareho pirmi ko hapdi tyan gid,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
124,saket pus-on,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
125,saket sikmura,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
126,saket tiyan,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
127,saket tyan,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
128,sakit pus-on,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
129,sakit pus-on bah,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
130,sakit pus-on gid,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
131,sakit pus-on gid ko,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
132,sakit pus-on ko,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
133,sakit pus-on man,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
134,sakit pus-on no,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
135,sakit sikmura,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
136,sakit tian,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
137,Sakit tian ko gid,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
138,sakit tiyan,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
139,sakit tiyan bah,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
140,sakit tiyan gid,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
141,sakit tiyan gid ko,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
142,sakit tiyan ko,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
143,Sakit tiyan ko gid,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
144,sakit tiyan man,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
145,sakit tiyan no,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
146,sakit tyan,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
147,sakit tyan bah,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
148,sakit tyan gid,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
149,sakit tyan gid ko,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
150,sakit tyan ko,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
151,Sakit tyan ko gid,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
152,sakit tyan man,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
153,sakit tyan no,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
154,skit pus-on,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
155,skit tiyan,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
156,skit tyan,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
157,Stomach pain gid ko,abdominal pain,abdominal pain,abdominal pain,abdomen,abdominal pain,medium,ginasakit tiyan;ga sakit tiyan;masakit tiyan;sakit sikmura;sakit pus-on;hapdi tiyan;kirot tiyan;sakit tiyan;sakit tyan
158,ako hapdi kamot kagapon,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
159,Arm pain gid ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
160,arm pain gid ko man,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
161,basin arm pain gid ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
162,basin arm pain gid ko gid ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
163,basin daw hapdi kamot gid ko ako,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
164,basin daw masakit kamot gid ko ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
165,basin ginasakit kamot ko gid,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
166,basin grabe gid hapdi kamot man,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
167,basin grabe gid sakit bukton ako,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
168,basin hapdi kamot gid ko subong,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
169,basin kirot kamot gid ko subong ako,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
170,basin kirot kamot ko gid subong,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
171,basin may ara ko ginasakit kamot subong gid,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
172,basin pirmi ko kirot kamot man,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
173,basin pirmi ko sakit bukton ako,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
174,basin pirmi ko sakit bukton subong,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
175,daw ako kirot kamot karon ako,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
176,daw arm pain gid ko ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
177,daw arm pain gid ko na gid,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
178,daw daw sakit bukton gid ko subong,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
179,daw feel ko nga sakit kamot ko subong,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
180,daw ginasakit kamot ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
181,daw ginasakit kamot ko gid ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
182,daw kirot kamot gid ko subong,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
183,daw kirot kamot ko daw malala man,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
184,daw masakit grabeh akon kamot gid ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
185,daw masakit sing malala akon kamot subong,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
186,daw may ara ko hapdi kamot halin sang aga,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
187,daw may arm pain ko ako,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
188,daw may arm pain ko gid ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
189,daw may arm pain ko subong,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
190,feel ko nga ako hapdi kamot pirmi gid,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
191,feel ko nga ako masakit kamot pirmi,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
192,feel ko nga arm pain gid ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
193,feel ko nga feel ko nga sakit bukton ko man,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
194,feel ko nga grabe gid ginasakit kamot,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
195,feel ko nga grabe gid kirot kamot man,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
196,feel ko nga grabe gid sakit bukton subong,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
197,feel ko nga hapdi kamot gid ko subong gid,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
198,feel ko nga kirot kamot ko daw malala ako,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
199,feel ko nga kirot kamot ko grabeh,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
200,feel ko nga masakit kamot ko ako,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
201,feel ko nga may ara ko kirot kamot sige ako,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
202,feel ko nga pirmi ko kirot kamot man,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
203,feel ko nga pirmi ko masakit kamot gid ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
204,feel ko nga pirmi ko sakit bukton subong,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
205,feel ko nga sakit bukton ko ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
206,ginasaket kamot,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
207,ginasakit kamot,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
208,ginasakit kamot bah,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
209,ginasakit kamot gid,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
210,ginasakit kamot gid ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
211,ginasakit kamot ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
212,ginasakit kamot ko gid ko,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
213,ginasakit kamot man,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
214,ginasakit kamot no,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
215,ginaskit kamot,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
216,hapde kamot,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
217,hapdi kamot,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
218,hapdi kamot bah,arm pain,arm pain,arm pain,arm,musculoskeletal pain,medium,ginasakit kamot;masakit kamot;sakit bukton;hapdi kamot;kirot kamot;sakit kamot
