hiligaynon_term,english_term,medical_category,severity,triage_level,status,body_part,symptom
grabe gid hilanat gid ngabil ko,lip high fever,general,Moderate,urgent,active,lip,high fever
gid hilanat gid ngabil akon,lip high fever,general,Moderate,urgent,active,lip,high fever
grabe hilanat gid ngabil akon,lip high fever,general,Moderate,urgent,active,lip,high fever
grabe gid hilanat gid ngabil akon,lip high fever,general,Moderate,urgent,active,lip,high fever
gid hilanat gid ngabil ko akon,lip high fever,general,Moderate,urgent,active,lip,high fever
grabe hilanat gid ngabil ko akon,lip high fever,general,Moderate,urgent,active,lip,high fever
grabe gid hilanat gid ngabil ko akon,lip high fever,general,Moderate,urgent,active,lip,high fever
gid hilanat gid ngabil akon ko,lip high fever,general,Moderate,urgent,active,lip,high fever
grabe hilanat gid ngabil akon ko,lip high fever,general,Moderate,urgent,active,lip,high fever
grabe gid hilanat gid ngabil akon ko,lip high fever,general,Moderate,urgent,active,lip,high fever
ngabil hilanat gid,lip high fever,general,Moderate,urgent,active,lip,high fever
hilanat gid dughan ko,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid dughan akon,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid dughan ko akon,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid dughan akon ko,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid ko dughan,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid akon dughan,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid ko akon dughan,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid akon ko dughan,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid gid dughan ko,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid grabe dughan ko,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid grabe gid dughan ko,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid gid dughan akon,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid grabe dughan akon,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid grabe gid dughan akon,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid gid dughan ko akon,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid grabe dughan ko akon,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid grabe gid dughan ko akon,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid gid dughan akon ko,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid grabe dughan akon ko,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid grabe gid dughan akon ko,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid dughan,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid gid dughan,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid grabe dughan,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid grabe gid dughan,chest high fever,general,Moderate,urgent,active,chest,high fever
may hilanat gid sa dughan ko,chest high fever,general,Moderate,urgent,active,chest,high fever
may hilanat gid sa dughan akon,chest high fever,general,Moderate,urgent,active,chest,high fever
may hilanat gid sa dughan ko akon,chest high fever,general,Moderate,urgent,active,chest,high fever
may hilanat gid sa dughan akon ko,chest high fever,general,Moderate,urgent,active,chest,high fever
may hilanat gid dughan ko,chest high fever,general,Moderate,urgent,active,chest,high fever
may hilanat gid dughan akon,chest high fever,general,Moderate,urgent,active,chest,high fever
may hilanat gid dughan ko akon,chest high fever,general,Moderate,urgent,active,chest,high fever
may hilanat gid dughan akon ko,chest high fever,general,Moderate,urgent,active,chest,high fever
dughan ko hilanat gid,chest high fever,general,Moderate,urgent,active,chest,high fever
dughan akon hilanat gid,chest high fever,general,Moderate,urgent,active,chest,high fever
dughan ko akon hilanat gid,chest high fever,general,Moderate,urgent,active,chest,high fever
dughan akon ko hilanat gid,chest high fever,general,Moderate,urgent,active,chest,high fever
ko dughan hilanat gid,chest high fever,general,Moderate,urgent,active,chest,high fever
akon dughan hilanat gid,chest high fever,general,Moderate,urgent,active,chest,high fever
ko akon dughan hilanat gid,chest high fever,general,Moderate,urgent,active,chest,high fever
akon ko dughan hilanat gid,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid gid ko dughan,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid gid akon dughan,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid gid ko akon dughan,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid gid akon ko dughan,chest high fever,general,Moderate,urgent,active,chest,high fever
gid hilanat gid dughan ko,chest high fever,general,Moderate,urgent,active,chest,high fever
grabe hilanat gid dughan ko,chest high fever,general,Moderate,urgent,active,chest,high fever
grabe gid hilanat gid dughan ko,chest high fever,general,Moderate,urgent,active,chest,high fever
gid hilanat gid dughan akon,chest high fever,general,Moderate,urgent,active,chest,high fever
grabe hilanat gid dughan akon,chest high fever,general,Moderate,urgent,active,chest,high fever
grabe gid hilanat gid dughan akon,chest high fever,general,Moderate,urgent,active,chest,high fever
gid hilanat gid dughan ko akon,chest high fever,general,Moderate,urgent,active,chest,high fever
grabe hilanat gid dughan ko akon,chest high fever,general,Moderate,urgent,active,chest,high fever
grabe gid hilanat gid dughan ko akon,chest high fever,general,Moderate,urgent,active,chest,high fever
gid hilanat gid dughan akon ko,chest high fever,general,Moderate,urgent,active,chest,high fever
grabe hilanat gid dughan akon ko,chest high fever,general,Moderate,urgent,active,chest,high fever
grabe gid hilanat gid dughan akon ko,chest high fever,general,Moderate,urgent,active,chest,high fever
dughan hilanat gid,chest high fever,general,Moderate,urgent,active,chest,high fever
hilanat gid pisngi ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid pisngi akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid pisngi ko akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid pisngi akon ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid ko pisngi,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid akon pisngi,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid ko akon pisngi,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid akon ko pisngi,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid gid pisngi ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid grabe pisngi ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid grabe gid pisngi ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid gid pisngi akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid grabe pisngi akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid grabe gid pisngi akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid gid pisngi ko akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid grabe pisngi ko akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid grabe gid pisngi ko akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid gid pisngi akon ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid grabe pisngi akon ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid grabe gid pisngi akon ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid pisngi,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid gid pisngi,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid grabe pisngi,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid grabe gid pisngi,cheek high fever,general,Moderate,urgent,active,cheek,high fever
may hilanat gid sa pisngi ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
may hilanat gid sa pisngi akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
may hilanat gid sa pisngi ko akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
may hilanat gid sa pisngi akon ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
may hilanat gid pisngi ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
may hilanat gid pisngi akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
may hilanat gid pisngi ko akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
may hilanat gid pisngi akon ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
pisngi ko hilanat gid,cheek high fever,general,Moderate,urgent,active,cheek,high fever
pisngi akon hilanat gid,cheek high fever,general,Moderate,urgent,active,cheek,high fever
pisngi ko akon hilanat gid,cheek high fever,general,Moderate,urgent,active,cheek,high fever
pisngi akon ko hilanat gid,cheek high fever,general,Moderate,urgent,active,cheek,high fever
ko pisngi hilanat gid,cheek high fever,general,Moderate,urgent,active,cheek,high fever
akon pisngi hilanat gid,cheek high fever,general,Moderate,urgent,active,cheek,high fever
ko akon pisngi hilanat gid,cheek high fever,general,Moderate,urgent,active,cheek,high fever
akon ko pisngi hilanat gid,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid gid ko pisngi,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid gid akon pisngi,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid gid ko akon pisngi,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid gid akon ko pisngi,cheek high fever,general,Moderate,urgent,active,cheek,high fever
gid hilanat gid pisngi ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
grabe hilanat gid pisngi ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
grabe gid hilanat gid pisngi ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
gid hilanat gid pisngi akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
grabe hilanat gid pisngi akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
grabe gid hilanat gid pisngi akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
gid hilanat gid pisngi ko akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
grabe hilanat gid pisngi ko akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
grabe gid hilanat gid pisngi ko akon,cheek high fever,general,Moderate,urgent,active,cheek,high fever
gid hilanat gid pisngi akon ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
grabe hilanat gid pisngi akon ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
grabe gid hilanat gid pisngi akon ko,cheek high fever,general,Moderate,urgent,active,cheek,high fever
pisngi hilanat gid,cheek high fever,general,Moderate,urgent,active,cheek,high fever
hilanat gid tungod ko,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid tungod akon,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid tungod ko akon,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid tungod akon ko,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid ko tungod,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid akon tungod,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid ko akon tungod,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid akon ko tungod,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid gid tungod ko,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid grabe tungod ko,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid grabe gid tungod ko,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid gid tungod akon,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid grabe tungod akon,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid grabe gid tungod akon,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid gid tungod ko akon,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid grabe tungod ko akon,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid grabe gid tungod ko akon,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid gid tungod akon ko,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid grabe tungod akon ko,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid grabe gid tungod akon ko,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid tungod,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid gid tungod,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid grabe tungod,throat high fever,general,Moderate,urgent,active,throat,high fever
hilanat gid grabe gid tungod,throat high fever,general,Moderate,urgent,active,throat,high fever
may hilanat gid sa tungod ko,throat high fever,general,Moderate,urgent,active,throat,high fever
may hilanat gid sa tungod akon,throat high fever,general,Moderate,urgent,active,throat,high fever
may hilanat gid sa tungod ko akon,throat high fever,general,Moderate,urgent,active,throat,high fever
may hilanat gid sa tungod akon ko,throat high fever,general,Moderate,urgent,active,throat,high fever
may hilanat gid tungod ko,throat high fever,general,Moderate,urgent,active,throat,high fever
may hilanat gid tungod akon,throat high fever,general,Moderate,urgent,active,throat,high fever
may hilanat gid tungod ko akon,throat high fever,general,Moderate,urgent,active,throat,high fever
may hilanat gid tungod akon ko,throat high fever,general,Moderate,urgent,active,throat,high fever
tungod ko hilanat gid,throat high fever,general,Moderate,urgent,active,throat,high fever
tungod akon hilanat gid,throat high fever,general,Moderate,urgent,active,throat,high fever
