text,english_meaning,body_location_en,body_location_hiligaynon,symptom_en,symptom_hiligaynon
ang imo tuo nga ulo may kasakit,your right head aching,head,ulo,aching,kasakit
imo tuo nga gamay nga ulo kasakit,your right mild head aching,head,ulo,aching,kasakit
ang imo tuo nga gamay nga ulo may kasakit,your right mild head aching,head,ulo,aching,kasakit
imo tuo nga grabe nga ulo kasakit,your right severe head aching,head,ulo,aching,kasakit
ang imo tuo nga grabe nga ulo may kasakit,your right severe head aching,head,ulo,aching,kasakit
imo tuo nga gulpi nga ulo kasakit,your right sudden head aching,head,ulo,aching,kasakit
ang imo tuo nga gulpi nga ulo may kasakit,your right sudden head aching,head,ulo,aching,kasakit
imo tuo nga padayon nga ulo kasakit,your right persistent head aching,head,ulo,aching,kasakit
ang imo tuo nga padayon nga ulo may kasakit,your right persistent head aching,head,ulo,aching,kasakit
imo tuo nga pabalik-balik nga ulo kasakit,your right intermittent head aching,head,ulo,aching,kasakit
ang imo tuo nga pabalik-balik nga ulo may kasakit,your right intermittent head aching,head,ulo,aching,kasakit
imo wala nga ulo kasakit,your left head aching,head,ulo,aching,kasakit
ang imo wala nga ulo may kasakit,your left head aching,head,ulo,aching,kasakit
imo wala nga gamay nga ulo kasakit,your left mild head aching,head,ulo,aching,kasakit
ang imo wala nga gamay nga ulo may kasakit,your left mild head aching,head,ulo,aching,kasakit
imo wala nga grabe nga ulo kasakit,your left severe head aching,head,ulo,aching,kasakit
ang imo wala nga grabe nga ulo may kasakit,your left severe head aching,head,ulo,aching,kasakit
imo wala nga gulpi nga ulo kasakit,your left sudden head aching,head,ulo,aching,kasakit
ang imo wala nga gulpi nga ulo may kasakit,your left sudden head aching,head,ulo,aching,kasakit
imo wala nga padayon nga ulo kasakit,your left persistent head aching,head,ulo,aching,kasakit
ang imo wala nga padayon nga ulo may kasakit,your left persistent head aching,head,ulo,aching,kasakit
imo wala nga pabalik-balik nga ulo kasakit,your left intermittent head aching,head,ulo,aching,kasakit
ang imo wala nga pabalik-balik nga ulo may kasakit,your left intermittent head aching,head,ulo,aching,kasakit
imo pareho nga ulo kasakit,your both head aching,head,ulo,aching,kasakit
ang imo pareho nga ulo may kasakit,your both head aching,head,ulo,aching,kasakit
imo pareho nga gamay nga ulo kasakit,your both mild head aching,head,ulo,aching,kasakit
ang imo pareho nga gamay nga ulo may kasakit,your both mild head aching,head,ulo,aching,kasakit
imo pareho nga grabe nga ulo kasakit,your both severe head aching,head,ulo,aching,kasakit
ang imo pareho nga grabe nga ulo may kasakit,your both severe head aching,head,ulo,aching,kasakit
imo pareho nga gulpi nga ulo kasakit,your both sudden head aching,head,ulo,aching,kasakit
ang imo pareho nga gulpi nga ulo may kasakit,your both sudden head aching,head,ulo,aching,kasakit
imo pareho nga padayon nga ulo kasakit,your both persistent head aching,head,ulo,aching,kasakit
ang imo pareho nga padayon nga ulo may kasakit,your both persistent head aching,head,ulo,aching,kasakit
imo pareho nga pabalik-balik nga ulo kasakit,your both intermittent head aching,head,ulo,aching,kasakit
ang imo pareho nga pabalik-balik nga ulo may kasakit,your both intermittent head aching,head,ulo,aching,kasakit
iya ulo kasakit,his/her head aching,head,ulo,aching,kasakit
ang iya ulo may kasakit,his/her head aching,head,ulo,aching,kasakit
iya ulo may kasakit,his/her head aching,head,ulo,aching,kasakit
iya gamay nga ulo kasakit,his/her mild head aching,head,ulo,aching,kasakit
ang iya gamay nga ulo may kasakit,his/her mild head aching,head,ulo,aching,kasakit
iya grabe nga ulo kasakit,his/her severe head aching,head,ulo,aching,kasakit
ang iya grabe nga ulo may kasakit,his/her severe head aching,head,ulo,aching,kasakit
iya gulpi nga ulo kasakit,his/her sudden head aching,head,ulo,aching,kasakit
ang iya gulpi nga ulo may kasakit,his/her sudden head aching,head,ulo,aching,kasakit
iya padayon nga ulo kasakit,his/her persistent head aching,head,ulo,aching,kasakit
ang iya padayon nga ulo may kasakit,his/her persistent head aching,head,ulo,aching,kasakit
iya pabalik-balik nga ulo kasakit,his/her intermittent head aching,head,ulo,aching,kasakit
ang iya pabalik-balik nga ulo may kasakit,his/her intermittent head aching,head,ulo,aching,kasakit
iya tuo nga ulo kasakit,his/her right head aching,head,ulo,aching,kasakit
ang iya tuo nga ulo may kasakit,his/her right head aching,head,ulo,aching,kasakit
iya tuo nga gamay nga ulo kasakit,his/her right mild head aching,head,ulo,aching,kasakit
ang iya tuo nga gamay nga ulo may kasakit,his/her right mild head aching,head,ulo,aching,kasakit
iya tuo nga grabe nga ulo kasakit,his/her right severe head aching,head,ulo,aching,kasakit
ang iya tuo nga grabe nga ulo may kasakit,his/her right severe head aching,head,ulo,aching,kasakit
iya tuo nga gulpi nga ulo kasakit,his/her right sudden head aching,head,ulo,aching,kasakit
ang iya tuo nga gulpi nga ulo may kasakit,his/her right sudden head aching,head,ulo,aching,kasakit
iya tuo nga padayon nga ulo kasakit,his/her right persistent head aching,head,ulo,aching,kasakit
ang iya tuo nga padayon nga ulo may kasakit,his/her right persistent head aching,head,ulo,aching,kasakit
iya tuo nga pabalik-balik nga ulo kasakit,his/her right intermittent head aching,head,ulo,aching,kasakit
ang iya tuo nga pabalik-balik nga ulo may kasakit,his/her right intermittent head aching,head,ulo,aching,kasakit
iya wala nga ulo kasakit,his/her left head aching,head,ulo,aching,kasakit
ang iya wala nga ulo may kasakit,his/her left head aching,head,ulo,aching,kasakit
iya wala nga gamay nga ulo kasakit,his/her left mild head aching,head,ulo,aching,kasakit
ang iya wala nga gamay nga ulo may kasakit,his/her left mild head aching,head,ulo,aching,kasakit
iya wala nga grabe nga ulo kasakit,his/her left severe head aching,head,ulo,aching,kasakit
ang iya wala nga grabe nga ulo may kasakit,his/her left severe head aching,head,ulo,aching,kasakit
iya wala nga gulpi nga ulo kasakit,his/her left sudden head aching,head,ulo,aching,kasakit
ang iya wala nga gulpi nga ulo may kasakit,his/her left sudden head aching,head,ulo,aching,kasakit
iya wala nga padayon nga ulo kasakit,his/her left persistent head aching,head,ulo,aching,kasakit
ang iya wala nga padayon nga ulo may kasakit,his/her left persistent head aching,head,ulo,aching,kasakit
iya wala nga pabalik-balik nga ulo kasakit,his/her left intermittent head aching,head,ulo,aching,kasakit
ang iya wala nga pabalik-balik nga ulo may kasakit,his/her left intermittent head aching,head,ulo,aching,kasakit
iya pareho nga ulo kasakit,his/her both head aching,head,ulo,aching,kasakit
ang iya pareho nga ulo may kasakit,his/her both head aching,head,ulo,aching,kasakit
iya pareho nga gamay nga ulo kasakit,his/her both mild head aching,head,ulo,aching,kasakit
ang iya pareho nga gamay nga ulo may kasakit,his/her both mild head aching,head,ulo,aching,kasakit
iya pareho nga grabe nga ulo kasakit,his/her both severe head aching,head,ulo,aching,kasakit
ang iya pareho nga grabe nga ulo may kasakit,his/her both severe head aching,head,ulo,aching,kasakit
iya pareho nga gulpi nga ulo kasakit,his/her both sudden head aching,head,ulo,aching,kasakit
ang iya pareho nga gulpi nga ulo may kasakit,his/her both sudden head aching,head,ulo,aching,kasakit
iya pareho nga padayon nga ulo kasakit,his/her both persistent head aching,head,ulo,aching,kasakit
ang iya pareho nga padayon nga ulo may kasakit,his/her both persistent head aching,head,ulo,aching,kasakit
iya pareho nga pabalik-balik nga ulo kasakit,his/her both intermittent head aching,head,ulo,aching,kasakit
ang iya pareho nga pabalik-balik nga ulo may kasakit,his/her both intermittent head aching,head,ulo,aching,kasakit
akon ulo hubag,my head swelling,head,ulo,swelling,hubag
may hubag ako sa ulo,my head swelling,head,ulo,swelling,hubag
ang akon ulo may hubag,my head swelling,head,ulo,swelling,hubag
akon ulo may hubag,my head swelling,head,ulo,swelling,hubag
akon gamay nga ulo hubag,my mild head swelling,head,ulo,swelling,hubag
may hubag ako sa gamay nga ulo,my mild head swelling,head,ulo,swelling,hubag
ang akon gamay nga ulo may hubag,my mild head swelling,head,ulo,swelling,hubag
akon grabe nga ulo hubag,my severe head swelling,head,ulo,swelling,hubag
may hubag ako sa grabe nga ulo,my severe head swelling,head,ulo,swelling,hubag
ang akon grabe nga ulo may hubag,my severe head swelling,head,ulo,swelling,hubag
akon gulpi nga ulo hubag,my sudden head swelling,head,ulo,swelling,hubag
may hubag ako sa gulpi nga ulo,my sudden head swelling,head,ulo,swelling,hubag
ang akon gulpi nga ulo may hubag,my sudden head swelling,head,ulo,swelling,hubag
akon padayon nga ulo hubag,my persistent head swelling,head,ulo,swelling,hubag
may hubag ako sa padayon nga ulo,my persistent head swelling,head,ulo,swelling,hubag
ang akon padayon nga ulo may hubag,my persistent head swelling,head,ulo,swelling,hubag
akon pabalik-balik nga ulo hubag,my intermittent head swelling,head,ulo,swelling,hubag
may hubag ako sa pabalik-balik nga ulo,my intermittent head swelling,head,ulo,swelling,hubag
ang akon pabalik-balik nga ulo may hubag,my intermittent head swelling,head,ulo,swelling,hubag
akon tuo nga ulo hubag,my right head swelling,head,ulo,swelling,hubag
may hubag ako sa tuo nga ulo,my right head swelling,head,ulo,swelling,hubag
ang akon tuo nga ulo may hubag,my right head swelling,head,ulo,swelling,hubag
akon tuo nga gamay nga ulo hubag,my right mild head swelling,head,ulo,swelling,hubag
may hubag ako sa tuo nga gamay nga ulo,my right mild head swelling,head,ulo,swelling,hubag
ang akon tuo nga gamay nga ulo may hubag,my right mild head swelling,head,ulo,swelling,hubag
akon tuo nga grabe nga ulo hubag,my right severe head swelling,head,ulo,swelling,hubag
may hubag ako sa tuo nga grabe nga ulo,my right severe head swelling,head,ulo,swelling,hubag
ang akon tuo nga grabe nga ulo may hubag,my right severe head swelling,head,ulo,swelling,hubag
akon tuo nga gulpi nga ulo hubag,my right sudden head swelling,head,ulo,swelling,hubag
may hubag ako sa tuo nga gulpi nga ulo,my right sudden head swelling,head,ulo,swelling,hubag
ang akon tuo nga gulpi nga ulo may hubag,my right sudden head swelling,head,ulo,swelling,hubag
akon tuo nga padayon nga ulo hubag,my right persistent head swelling,head,ulo,swelling,hubag
may hubag ako sa tuo nga padayon nga ulo,my right persistent head swelling,head,ulo,swelling,hubag
ang akon tuo nga padayon nga ulo may hubag,my right persistent head swelling,head,ulo,swelling,hubag
akon tuo nga pabalik-balik nga ulo hubag,my right intermittent head swelling,head,ulo,swelling,hubag
may hubag ako sa tuo nga pabalik-balik nga ulo,my right intermittent head swelling,head,ulo,swelling,hubag
ang akon tuo nga pabalik-balik nga ulo may hubag,my right intermittent head swelling,head,ulo,swelling,hubag
akon wala nga ulo hubag,my left head swelling,head,ulo,swelling,hubag
may hubag ako sa wala nga ulo,my left head swelling,head,ulo,swelling,hubag
ang akon wala nga ulo may hubag,my left head swelling,head,ulo,swelling,hubag
akon wala nga gamay nga ulo hubag,my left mild head swelling,head,ulo,swelling,hubag
may hubag ako sa wala nga gamay nga ulo,my left mild head swelling,head,ulo,swelling,hubag
ang akon wala nga gamay nga ulo may hubag,my left mild head swelling,head,ulo,swelling,hubag
akon wala nga grabe nga ulo hubag,my left severe head swelling,head,ulo,swelling,hubag
may hubag ako sa wala nga grabe nga ulo,my left severe head swelling,head,ulo,swelling,hubag
ang akon wala nga grabe nga ulo may hubag,my left severe head swelling,head,ulo,swelling,hubag
akon wala nga gulpi nga ulo hubag,my left sudden head swelling,head,ulo,swelling,hubag
may hubag ako sa wala nga gulpi nga ulo,my left sudden head swelling,head,ulo,swelling,hubag
ang akon wala nga gulpi nga ulo may hubag,my left sudden head swelling,head,ulo,swelling,hubag
akon wala nga padayon nga ulo hubag,my left persistent head swelling,head,ulo,swelling,hubag
may hubag ako sa wala nga padayon nga ulo,my left persistent head swelling,head,ulo,swelling,hubag
ang akon wala nga padayon nga ulo may hubag,my left persistent head swelling,head,ulo,swelling,hubag
akon wala nga pabalik-balik nga ulo hubag,my left intermittent head swelling,head,ulo,swelling,hubag
may hubag ako sa wala nga pabalik-balik nga ulo,my left intermittent head swelling,head,ulo,swelling,hubag
ang akon wala nga pabalik-balik nga ulo may hubag,my left intermittent head swelling,head,ulo,swelling,hubag
akon pareho nga ulo hubag,my both head swelling,head,ulo,swelling,hubag
may hubag ako sa pareho nga ulo,my both head swelling,head,ulo,swelling,hubag
ang akon pareho nga ulo may hubag,my both head swelling,head,ulo,swelling,hubag
akon pareho nga gamay nga ulo hubag,my both mild head swelling,head,ulo,swelling,hubag
may hubag ako sa pareho nga gamay nga ulo,my both mild head swelling,head,ulo,swelling,hubag
ang akon pareho nga gamay nga ulo may hubag,my both mild head swelling,head,ulo,swelling,hubag
akon pareho nga grabe nga ulo hubag,my both severe head swelling,head,ulo,swelling,hubag
may hubag ako sa pareho nga grabe nga ulo,my both severe head swelling,head,ulo,swelling,hubag
ang akon pareho nga grabe nga ulo may hubag,my both severe head swelling,head,ulo,swelling,hubag
akon pareho nga gulpi nga ulo hubag,my both sudden head swelling,head,ulo,swelling,hubag
may hubag ako sa pareho nga gulpi nga ulo,my both sudden head swelling,head,ulo,swelling,hubag
ang akon pareho nga gulpi nga ulo may hubag,my both sudden head swelling,head,ulo,swelling,hubag
akon pareho nga padayon nga ulo hubag,my both persistent head swelling,head,ulo,swelling,hubag
may hubag ako sa pareho nga padayon nga ulo,my both persistent head swelling,head,ulo,swelling,hubag
ang akon pareho nga padayon nga ulo may hubag,my both persistent head swelling,head,ulo,swelling,hubag
akon pareho nga pabalik-balik nga ulo hubag,my both intermittent head swelling,head,ulo,swelling,hubag
may hubag ako sa pareho nga pabalik-balik nga ulo,my both intermittent head swelling,head,ulo,swelling,hubag
ang akon pareho nga pabalik-balik nga ulo may hubag,my both intermittent head swelling,head,ulo,swelling,hubag
imo ulo hubag,your head swelling,head,ulo,swelling,hubag
ang imo ulo may hubag,your head swelling,head,ulo,swelling,hubag
imo ulo may hubag,your head swelling,head,ulo,swelling,hubag
imo gamay nga ulo hubag,your mild head swelling,head,ulo,swelling,hubag
ang imo gamay nga ulo may hubag,your mild head swelling,head,ulo,swelling,hubag
imo grabe nga ulo hubag,your severe head swelling,head,ulo,swelling,hubag
ang imo grabe nga ulo may hubag,your severe head swelling,head,ulo,swelling,hubag
imo gulpi nga ulo hubag,your sudden head swelling,head,ulo,swelling,hubag
ang imo gulpi nga ulo may hubag,your sudden head swelling,head,ulo,swelling,hubag
imo padayon nga ulo hubag,your persistent head swelling,head,ulo,swelling,hubag
ang imo padayon nga ulo may hubag,your persistent head swelling,head,ulo,swelling,hubag
imo pabalik-balik nga ulo hubag,your intermittent head swelling,head,ulo,swelling,hubag
ang imo pabalik-balik nga ulo may hubag,your intermittent head swelling,head,ulo,swelling,hubag
imo tuo nga ulo hubag,your right head swelling,head,ulo,swelling,hubag
ang imo tuo nga ulo may hubag,your right head swelling,head,ulo,swelling,hubag
imo tuo nga gamay nga ulo hubag,your right mild head swelling,head,ulo,swelling,hubag
ang imo tuo nga gamay nga ulo may hubag,your right mild head swelling,head,ulo,swelling,hubag
imo tuo nga grabe nga ulo hubag,your right severe head swelling,head,ulo,swelling,hubag
ang imo tuo nga grabe nga ulo may hubag,your right severe head swelling,head,ulo,swelling,hubag
imo tuo nga gulpi nga ulo hubag,your right sudden head swelling,head,ulo,swelling,hubag
ang imo tuo nga gulpi nga ulo may hubag,your right sudden head swelling,head,ulo,swelling,hubag
imo tuo nga padayon nga ulo hubag,your right persistent head swelling,head,ulo,swelling,hubag
ang imo tuo nga padayon nga ulo may hubag,your right persistent head swelling,head,ulo,swelling,hubag
imo tuo nga pabalik-balik nga ulo hubag,your right intermittent head swelling,head,ulo,swelling,hubag
ang imo tuo nga pabalik-balik nga ulo may hubag,your right intermittent head swelling,head,ulo,swelling,hubag
imo wala nga ulo hubag,your left head swelling,head,ulo,swelling,hubag
ang imo wala nga ulo may hubag,your left head swelling,head,ulo,swelling,hubag
imo wala nga gamay nga ulo hubag,your left mild head swelling,head,ulo,swelling,hubag
ang imo wala nga gamay nga ulo may hubag,your left mild head swelling,head,ulo,swelling,hubag
imo wala nga grabe nga ulo hubag,your left severe head swelling,head,ulo,swelling,hubag
ang imo wala nga grabe nga ulo may hubag,your left severe head swelling,head,ulo,swelling,hubag
imo wala nga gulpi nga ulo hubag,your left sudden head swelling,head,ulo,swelling,hubag
