phrase,english,concept,language,status
abn microbiolog findings in specmn from male genital organs,Abn Microbiolog Findings in Specmn From Male Genital Organs,abn_microbiolog_findings_in_specmn_from_male_genital_organs,english,active
"abn radlgc find on dx imaging renal pelv, ureter, or blddr","Abn Radlgc Find On Dx Imaging Renal Pelv, Ureter, or Blddr","abn_radlgc_find_on_dx_imaging_renal_pelv,_ureter,_or_blddr",english,active
abn radlgc findings on dx imaging of other urinary organs,Abn Radlgc Findings On Dx Imaging of Other Urinary Organs,abn_radlgc_findings_on_dx_imaging_of_other_urinary_organs,english,active
abn results of function studies of ear and oth sp senses,Abn Results of Function Studies of Ear and Oth Sp Senses,abn_results_of_function_studies_of_ear_and_oth_sp_senses,english,active
abnormal 1st metacarpal morphology,Abnormal 1st Metacarpal Morphology,abnormal_1st_metacarpal_morphology,english,active
abnormal 2nd finger morphology,Abnormal 2nd Finger Morphology,abnormal_2nd_finger_morphology,english,active
abnormal 2nd metacarpal morphology,Abnormal 2nd Metacarpal Morphology,abnormal_2nd_metacarpal_morphology,english,active
abnormal 2nd toe morphology,Abnormal 2nd Toe Morphology,abnormal_2nd_toe_morphology,english,active
abnormal 2nd toe phalanx morphology,Abnormal 2nd Toe Phalanx Morphology,abnormal_2nd_toe_phalanx_morphology,english,active
abnormal 3rd finger morphology,Abnormal 3rd Finger Morphology,abnormal_3rd_finger_morphology,english,active
abnormal 3rd finger phalanx morphology,Abnormal 3rd Finger Phalanx Morphology,abnormal_3rd_finger_phalanx_morphology,english,active
abnormal 3rd metacarpal epiphysis morphology,Abnormal 3rd Metacarpal Epiphysis Morphology,abnormal_3rd_metacarpal_epiphysis_morphology,english,active
abnormal 3rd metacarpal morphology,Abnormal 3rd Metacarpal Morphology,abnormal_3rd_metacarpal_morphology,english,active
abnormal 3rd toe morphology,Abnormal 3rd Toe Morphology,abnormal_3rd_toe_morphology,english,active
abnormal 4th finger morphology,Abnormal 4th Finger Morphology,abnormal_4th_finger_morphology,english,active
abnormal 4th finger phalanx morphology,Abnormal 4th Finger Phalanx Morphology,abnormal_4th_finger_phalanx_morphology,english,active
abnormal 4th metacarpal epiphysis morphology,Abnormal 4th Metacarpal Epiphysis Morphology,abnormal_4th_metacarpal_epiphysis_morphology,english,active
abnormal 4th metacarpal morphology,Abnormal 4th Metacarpal Morphology,abnormal_4th_metacarpal_morphology,english,active
abnormal 4th toe morphology,Abnormal 4th Toe Morphology,abnormal_4th_toe_morphology,english,active
abnormal 5th finger morphology,Abnormal 5th Finger Morphology,abnormal_5th_finger_morphology,english,active
abnormal 5th finger phalanx morphology,Abnormal 5th Finger Phalanx Morphology,abnormal_5th_finger_phalanx_morphology,english,active
abnormal 5th metacarpal epiphysis morphology,Abnormal 5th Metacarpal Epiphysis Morphology,abnormal_5th_metacarpal_epiphysis_morphology,english,active
abnormal 5th metacarpal morphology,Abnormal 5th Metacarpal Morphology,abnormal_5th_metacarpal_morphology,english,active
abnormal 5th toe morphology,Abnormal 5th Toe Morphology,abnormal_5th_toe_morphology,english,active
abnormal 6-hydroxypurine phosphoribosyltransferase level,Abnormal 6-hydroxypurine Phosphoribosyltransferase Level,abnormal_6-hydroxypurine_phosphoribosyltransferase_level,english,active
abnormal a-type atrial natriuretic peptide level,Abnormal A-type Atrial Natriuretic Peptide Level,abnormal_a-type_atrial_natriuretic_peptide_level,english,active
abnormal abdomen morphology,Abnormal Abdomen Morphology,abnormal_abdomen_morphology,english,active
abnormal abdominal wall morphology,Abnormal Abdominal Wall Morphology,abnormal_abdominal_wall_morphology,english,active
abnormal abducens nerve morphology,Abnormal Abducens Nerve Morphology,abnormal_abducens_nerve_morphology,english,active
abnormal abeta 40 level,Abnormal Abeta 40 Level,abnormal_abeta_40_level,english,active
abnormal absence of menstruation,Abnormal Absence of Menstruation,abnormal_absence_of_menstruation,english,active
abnormal acetabulum morphology,Abnormal Acetabulum Morphology,abnormal_acetabulum_morphology,english,active
abnormal achilles tendon morphology,Abnormal Achilles Tendon Morphology,abnormal_achilles_tendon_morphology,english,active
abnormal activity of mitochondrial respiratory chain,Abnormal Activity of Mitochondrial Respiratory Chain,abnormal_activity_of_mitochondrial_respiratory_chain,english,active
abnormal adiponectin level,Abnormal Adiponectin Level,abnormal_adiponectin_level,english,active
abnormal adipose tissue morphology,Abnormal Adipose Tissue Morphology,abnormal_adipose_tissue_morphology,english,active
abnormal adrenal gland position,Abnormal Adrenal Gland Position,abnormal_adrenal_gland_position,english,active
abnormal adrenal morphology,Abnormal Adrenal Morphology,abnormal_adrenal_morphology,english,active
abnormal affect,Abnormal Affect,abnormal_affect,english,active
abnormal affect regulation,Abnormal Affect Regulation,abnormal_affect_regulation,english,active
abnormal alanine levels in cerebrospinal fluid,Abnormal Alanine Levels in Cerebrospinal Fluid,abnormal_alanine_levels_in_cerebrospinal_fluid,english,active
abnormal albumin level,Abnormal Albumin Level,abnormal_albumin_level,english,active
abnormal albumin levels in cerebrospinal fluid,Abnormal Albumin Levels in Cerebrospinal Fluid,abnormal_albumin_levels_in_cerebrospinal_fluid,english,active
abnormal alcohol consumption,Abnormal Alcohol Consumption,abnormal_alcohol_consumption,english,active
abnormal aldolase level,Abnormal Aldolase Level,abnormal_aldolase_level,english,active
abnormal alpha granule content,Abnormal Alpha Granule Content,abnormal_alpha_granule_content,english,active
abnormal alpha granule distribution,Abnormal Alpha Granule Distribution,abnormal_alpha_granule_distribution,english,active
abnormal alpha granules,Abnormal Alpha Granules,abnormal_alpha_granules,english,active
abnormal alpha-aminobutyrate levels in cerebrospinal fluid,Abnormal Alpha-aminobutyrate Levels in Cerebrospinal Fluid,abnormal_alpha-aminobutyrate_levels_in_cerebrospinal_fluid,english,active
abnormal alveolar epithelial type ii cell morphology,Abnormal Alveolar Epithelial Type II Cell Morphology,abnormal_alveolar_epithelial_type_ii_cell_morphology,english,active
abnormal alveolar macrophage morphology,Abnormal Alveolar Macrophage Morphology,abnormal_alveolar_macrophage_morphology,english,active
abnormal alveolar ridge morphology,Abnormal Alveolar Ridge Morphology,abnormal_alveolar_ridge_morphology,english,active
abnormal alveolar type ii pneumocyte morphology,Abnormal Alveolar Type II Pneumocyte Morphology,abnormal_alveolar_type_ii_pneumocyte_morphology,english,active
abnormal alveolar volume,Abnormal Alveolar Volume,abnormal_alveolar_volume,english,active
abnormal amino acid levels in cerebrospinal fluid,Abnormal Amino Acid Levels in Cerebrospinal Fluid,abnormal_amino_acid_levels_in_cerebrospinal_fluid,english,active
abnormal amniotic fluid,Abnormal Amniotic Fluid,abnormal_amniotic_fluid,english,active
abnormal amniotic fluid protein concentration,Abnormal Amniotic Fluid Protein Concentration,abnormal_amniotic_fluid_protein_concentration,english,active
abnormal amplitude of dark-adapted bright flash electroretinogram,Abnormal Amplitude of Dark-adapted Bright Flash Electroretinogram,abnormal_amplitude_of_dark-adapted_bright_flash_electroretin,english,active
abnormal amplitude of dark-adapted dim flash electroretinogram,Abnormal Amplitude of Dark-adapted Dim Flash Electroretinogram,abnormal_amplitude_of_dark-adapted_dim_flash_electroretinogr,english,active
abnormal amplitude of flash visual evoked potentials,Abnormal Amplitude of Flash Visual Evoked Potentials,abnormal_amplitude_of_flash_visual_evoked_potentials,english,active
abnormal amplitude of light-adapted flicker electroretinogram,Abnormal Amplitude of Light-adapted Flicker Electroretinogram,abnormal_amplitude_of_light-adapted_flicker_electroretinogra,english,active
abnormal amplitude of light-adapted single flash electroretinogram,Abnormal Amplitude of Light-adapted Single Flash Electroretinogram,abnormal_amplitude_of_light-adapted_single_flash_electroreti,english,active
abnormal amplitude of pattern electroretinogram,Abnormal Amplitude of Pattern Electroretinogram,abnormal_amplitude_of_pattern_electroretinogram,english,active
abnormal amplitude of pattern onset/offset vep,Abnormal Amplitude of Pattern Onset/offset VEP,abnormal_amplitude_of_pattern_onset/offset_vep,english,active
abnormal amplitude of pattern onset/offset visual evoked potentials,Abnormal Amplitude of Pattern Onset/offset Visual Evoked Potentials,abnormal_amplitude_of_pattern_onset/offset_visual_evoked_pot,english,active
abnormal amplitude of pattern reversal visual evoked potentials,Abnormal Amplitude of Pattern Reversal Visual Evoked Potentials,abnormal_amplitude_of_pattern_reversal_visual_evoked_potenti,english,active
abnormal amsler grid test,Abnormal Amsler Grid Test,abnormal_amsler_grid_test,english,active
abnormal amygdala morphology,Abnormal Amygdala Morphology,abnormal_amygdala_morphology,english,active
abnormal amyloid beta 40 peptide csf concentration,Abnormal Amyloid Beta 40 Peptide CSF Concentration,abnormal_amyloid_beta_40_peptide_csf_concentration,english,active
abnormal amyloid beta 42 peptide csf concentration,Abnormal Amyloid Beta 42 Peptide CSF Concentration,abnormal_amyloid_beta_42_peptide_csf_concentration,english,active
abnormal amyloid beta peptide csf concentration,Abnormal Amyloid Beta Peptide CSF Concentration,abnormal_amyloid_beta_peptide_csf_concentration,english,active
abnormal anatomic location of the heart,Abnormal Anatomic Location of the Heart,abnormal_anatomic_location_of_the_heart,english,active
abnormal ankle bones,Abnormal Ankle Bones,abnormal_ankle_bones,english,active
abnormal ankle morphology,Abnormal Ankle Morphology,abnormal_ankle_morphology,english,active
abnormal ankle physiology,Abnormal Ankle Physiology,abnormal_ankle_physiology,english,active
abnormal antehelix,Abnormal Antehelix,abnormal_antehelix,english,active
abnormal anterior chamber morphology,Abnormal Anterior Chamber Morphology,abnormal_anterior_chamber_morphology,english,active
abnormal anterior cricoarytenoid muscle morphology,Abnormal Anterior Cricoarytenoid Muscle Morphology,abnormal_anterior_cricoarytenoid_muscle_morphology,english,active
abnormal anterior eye segment morphology,Abnormal Anterior Eye Segment Morphology,abnormal_anterior_eye_segment_morphology,english,active
abnormal anterior fontanelle morphology,Abnormal Anterior Fontanelle Morphology,abnormal_anterior_fontanelle_morphology,english,active
abnormal anterior horn cell morphology,Abnormal Anterior Horn Cell Morphology,abnormal_anterior_horn_cell_morphology,english,active
abnormal anterior segment morphology,Abnormal Anterior Segment Morphology,abnormal_anterior_segment_morphology,english,active
abnormal anterior semicircular canal morphology,Abnormal Anterior Semicircular Canal Morphology,abnormal_anterior_semicircular_canal_morphology,english,active
abnormal anteroposterior retina thickness on oct,Abnormal Anteroposterior Retina Thickness On OCT,abnormal_anteroposterior_retina_thickness_on_oct,english,active
abnormal anthelix,Abnormal Anthelix,abnormal_anthelix,english,active
abnormal antihelix,Abnormal Antihelix,abnormal_antihelix,english,active
abnormal antihelix morphology,Abnormal Antihelix Morphology,abnormal_antihelix_morphology,english,active
abnormal antimullerian hormone level,Abnormal Antimullerian Hormone Level,abnormal_antimullerian_hormone_level,english,active
abnormal antitragus morphology,Abnormal Antitragus Morphology,abnormal_antitragus_morphology,english,active
abnormal antral follicle count,Abnormal Antral Follicle Count,abnormal_antral_follicle_count,english,active
abnormal anus morphology,Abnormal Anus Morphology,abnormal_anus_morphology,english,active
abnormal anus physiology,Abnormal Anus Physiology,abnormal_anus_physiology,english,active
abnormal anus position,Abnormal Anus Position,abnormal_anus_position,english,active
abnormal aorta morphology,Abnormal Aorta Morphology,abnormal_aorta_morphology,english,active
abnormal aortic arch morphology,Abnormal Aortic Arch Morphology,abnormal_aortic_arch_morphology,english,active
abnormal aortic morphology,Abnormal Aortic Morphology,abnormal_aortic_morphology,english,active
abnormal aortic physiology,Abnormal Aortic Physiology,abnormal_aortic_physiology,english,active
abnormal aortic valve cusp morphology,Abnormal Aortic Valve Cusp Morphology,abnormal_aortic_valve_cusp_morphology,english,active
abnormal aortic valve morphology,Abnormal Aortic Valve Morphology,abnormal_aortic_valve_morphology,english,active
abnormal aortic valve physiology,Abnormal Aortic Valve Physiology,abnormal_aortic_valve_physiology,english,active
abnormal apolipoprotein level,Abnormal Apolipoprotein Level,abnormal_apolipoprotein_level,english,active
abnormal apoptosis,Abnormal Apoptosis,abnormal_apoptosis,english,active
abnormal appendicular skeleton morphology,Abnormal Appendicular Skeleton Morphology,abnormal_appendicular_skeleton_morphology,english,active
abnormal arachnoid mater morphology,Abnormal Arachnoid Mater Morphology,abnormal_arachnoid_mater_morphology,english,active
abnormal arcuate artery endothelium morphology,Abnormal Arcuate Artery Endothelium Morphology,abnormal_arcuate_artery_endothelium_morphology,english,active
abnormal arcuate artery intima/media morphology,Abnormal Arcuate Artery Intima/media Morphology,abnormal_arcuate_artery_intima/media_morphology,english,active
abnormal arcuate artery lumen morphology,Abnormal Arcuate Artery Lumen Morphology,abnormal_arcuate_artery_lumen_morphology,english,active
abnormal arcuate artery morphology,Abnormal Arcuate Artery Morphology,abnormal_arcuate_artery_morphology,english,active
abnormal arcuate vein intima/media morphology,Abnormal Arcuate Vein Intima/media Morphology,abnormal_arcuate_vein_intima/media_morphology,english,active
abnormal arcuate vein lumen morphology,Abnormal Arcuate Vein Lumen Morphology,abnormal_arcuate_vein_lumen_morphology,english,active
abnormal arcuate vein morphology,Abnormal Arcuate Vein Morphology,abnormal_arcuate_vein_morphology,english,active
abnormal areolar morphology,Abnormal Areolar Morphology,abnormal_areolar_morphology,english,active
abnormal arginine levels in cerebrospinal fluid,Abnormal Arginine Levels in Cerebrospinal Fluid,abnormal_arginine_levels_in_cerebrospinal_fluid,english,active
abnormal arm span,Abnormal Arm Span,abnormal_arm_span,english,active
abnormal aromatase activity,Abnormal Aromatase Activity,abnormal_aromatase_activity,english,active
abnormal aromatic amino acid levels in cerebrospinal fluid,Abnormal Aromatic Amino Acid Levels in Cerebrospinal Fluid,abnormal_aromatic_amino_acid_levels_in_cerebrospinal_fluid,english,active
abnormal arterial physiology,Abnormal Arterial Physiology,abnormal_arterial_physiology,english,active
abnormal aryepiglottic fold morphology,Abnormal Aryepiglottic Fold Morphology,abnormal_aryepiglottic_fold_morphology,english,active
abnormal aryepiglottic folds,Abnormal Aryepiglottic Folds,abnormal_aryepiglottic_folds,english,active
abnormal ascending aorta morphology,Abnormal Ascending Aorta Morphology,abnormal_ascending_aorta_morphology,english,active
abnormal aspartate-family amino acid levels in cerebrospinal fluid,Abnormal Aspartate-family Amino Acid Levels in Cerebrospinal Fluid,abnormal_aspartate-family_amino_acid_levels_in_cerebrospinal,english,active
abnormal aspartic acid levels in cerebrospinal fluid,Abnormal Aspartic Acid Levels in Cerebrospinal Fluid,abnormal_aspartic_acid_levels_in_cerebrospinal_fluid,english,active
abnormal astrocyte morphology,Abnormal Astrocyte Morphology,abnormal_astrocyte_morphology,english,active
abnormal atrial arrangement,Abnormal Atrial Arrangement,abnormal_atrial_arrangement,english,active
abnormal atrial septum morphology,Abnormal Atrial Septum Morphology,abnormal_atrial_septum_morphology,english,active
abnormal atrioventricular conduction,Abnormal Atrioventricular Conduction,abnormal_atrioventricular_conduction,english,active
abnormal atrioventricular connection,Abnormal Atrioventricular Connection,abnormal_atrioventricular_connection,english,active
abnormal atrioventricular connexion,Abnormal Atrioventricular Connexion,abnormal_atrioventricular_connexion,english,active
abnormal atrioventricular valve morphology,Abnormal Atrioventricular Valve Morphology,abnormal_atrioventricular_valve_morphology,english,active
abnormal atrioventricular valve physiology,Abnormal Atrioventricular Valve Physiology,abnormal_atrioventricular_valve_physiology,english,active
