combo_id,symptom_a,symptom_b,variant,classification,severity_points,rationale,status
SC00273,wheezing,cold_extremities,clinical,NON-URGENT,3,Clinical combination: wheezing + cold_extremities,active
SC00274,wheezing,cardiac_arrest_symptoms,clinical,URGENT,7,Clinical combination: wheezing + cardiac_arrest_symptoms,active
SC00275,wheezing,constipation,clinical,NON-URGENT,3,Clinical combination: wheezing + constipation,active
SC00276,wheezing,bloating,clinical,NON-URGENT,3,Clinical combination: wheezing + bloating,active
SC00277,wheezing,dysphagia,clinical,NON-URGENT,3,Clinical combination: wheezing + dysphagia,active
SC00278,wheezing,odynophagia,clinical,NON-URGENT,3,Clinical combination: wheezing + odynophagia,active
SC00279,wheezing,melena,clinical,URGENT,7,Clinical combination: wheezing + melena,active
SC00280,wheezing,hematochezia,clinical,URGENT,7,Clinical combination: wheezing + hematochezia,active
SC00281,wheezing,jaundice,clinical,NON-URGENT,3,Clinical combination: wheezing + jaundice,active
SC00282,wheezing,appendicitis_pain,clinical,URGENT,7,Clinical combination: wheezing + appendicitis_pain,active
SC00283,wheezing,pancreatitis_pain,clinical,URGENT,7,Clinical combination: wheezing + pancreatitis_pain,active
SC00284,wheezing,gallbladder_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + gallbladder_pain,active
SC00285,wheezing,reflux,clinical,NON-URGENT,3,Clinical combination: wheezing + reflux,active
SC00286,wheezing,indigestion,clinical,NON-URGENT,3,Clinical combination: wheezing + indigestion,active
SC00287,wheezing,anorexia,clinical,NON-URGENT,3,Clinical combination: wheezing + anorexia,active
SC00288,wheezing,weight_loss,clinical,NON-URGENT,3,Clinical combination: wheezing + weight_loss,active
SC00289,wheezing,rectal_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + rectal_pain,active
SC00290,wheezing,hernia_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + hernia_pain,active
SC00291,wheezing,acute_abdomen,clinical,URGENT,7,Clinical combination: wheezing + acute_abdomen,active
SC00292,wheezing,numbness,clinical,NON-URGENT,3,Clinical combination: wheezing + numbness,active
SC00293,wheezing,tingling,clinical,NON-URGENT,3,Clinical combination: wheezing + tingling,active
SC00294,wheezing,paralysis,clinical,URGENT,7,Clinical combination: wheezing + paralysis,active
SC00295,wheezing,tremor,clinical,NON-URGENT,3,Clinical combination: wheezing + tremor,active
SC00296,wheezing,facial_weakness,clinical,URGENT,7,Clinical combination: wheezing + facial_weakness,active
SC00297,wheezing,vision_loss,clinical,URGENT,7,Clinical combination: wheezing + vision_loss,active
SC00298,wheezing,double_vision,clinical,NON-URGENT,3,Clinical combination: wheezing + double_vision,active
SC00299,wheezing,hearing_loss,clinical,NON-URGENT,3,Clinical combination: wheezing + hearing_loss,active
SC00300,wheezing,vertigo,clinical,NON-URGENT,3,Clinical combination: wheezing + vertigo,active
SC00301,wheezing,migraine_severe,clinical,NON-URGENT,3,Clinical combination: wheezing + migraine_severe,active
SC00302,wheezing,stiff_neck,clinical,NON-URGENT,3,Clinical combination: wheezing + stiff_neck,active
SC00303,wheezing,meningism,clinical,URGENT,7,Clinical combination: wheezing + meningism,active
SC00304,wheezing,gait_disturbance,clinical,NON-URGENT,3,Clinical combination: wheezing + gait_disturbance,active
SC00305,wheezing,memory_loss_acute,clinical,URGENT,7,Clinical combination: wheezing + memory_loss_acute,active
SC00306,wheezing,facial_droop,clinical,URGENT,7,Clinical combination: wheezing + facial_droop,active
SC00307,wheezing,slurred_speech,clinical,URGENT,7,Clinical combination: wheezing + slurred_speech,active
SC00308,wheezing,one_sided_weakness,clinical,URGENT,7,Clinical combination: wheezing + one_sided_weakness,active
SC00309,wheezing,joint_swelling,clinical,NON-URGENT,3,Clinical combination: wheezing + joint_swelling,active
SC00310,wheezing,muscle_cramps,clinical,NON-URGENT,3,Clinical combination: wheezing + muscle_cramps,active
SC00311,wheezing,neck_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + neck_pain,active
SC00312,wheezing,shoulder_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + shoulder_pain,active
SC00313,wheezing,hip_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + hip_pain,active
SC00314,wheezing,knee_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + knee_pain,active
SC00315,wheezing,ankle_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + ankle_pain,active
SC00316,wheezing,wrist_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + wrist_pain,active
SC00317,wheezing,sprain,clinical,NON-URGENT,3,Clinical combination: wheezing + sprain,active
SC00318,wheezing,suspected_fracture,clinical,NON-URGENT,3,Clinical combination: wheezing + suspected_fracture,active
SC00319,wheezing,dislocation,clinical,NON-URGENT,3,Clinical combination: wheezing + dislocation,active
SC00320,wheezing,muscle_weakness,clinical,NON-URGENT,3,Clinical combination: wheezing + muscle_weakness,active
SC00321,wheezing,hives,clinical,NON-URGENT,3,Clinical combination: wheezing + hives,active
SC00322,wheezing,itching,clinical,NON-URGENT,3,Clinical combination: wheezing + itching,active
SC00323,wheezing,cellulitis,clinical,NON-URGENT,3,Clinical combination: wheezing + cellulitis,active
SC00324,wheezing,abscess,clinical,NON-URGENT,3,Clinical combination: wheezing + abscess,active
SC00325,wheezing,wound_infection,clinical,NON-URGENT,3,Clinical combination: wheezing + wound_infection,active
SC00326,wheezing,laceration,clinical,NON-URGENT,3,Clinical combination: wheezing + laceration,active
SC00327,wheezing,insect_bite_reaction,clinical,NON-URGENT,3,Clinical combination: wheezing + insect_bite_reaction,active
SC00328,wheezing,purpuric_rash,clinical,URGENT,7,Clinical combination: wheezing + purpuric_rash,active
SC00329,wheezing,skin_infection_spreading,clinical,NON-URGENT,3,Clinical combination: wheezing + skin_infection_spreading,active
SC00330,wheezing,tinnitus,clinical,NON-URGENT,3,Clinical combination: wheezing + tinnitus,active
SC00331,wheezing,hearing_change,clinical,NON-URGENT,3,Clinical combination: wheezing + hearing_change,active
SC00332,wheezing,tonsillar_swelling,clinical,NON-URGENT,3,Clinical combination: wheezing + tonsillar_swelling,active
SC00333,wheezing,dental_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + dental_pain,active
SC00334,wheezing,jaw_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + jaw_pain,active
SC00335,wheezing,facial_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + facial_pain,active
SC00336,wheezing,mouth_sores,clinical,NON-URGENT,3,Clinical combination: wheezing + mouth_sores,active
SC00337,wheezing,facial_swelling,clinical,NON-URGENT,3,Clinical combination: wheezing + facial_swelling,active
SC00338,wheezing,red_eye,clinical,NON-URGENT,3,Clinical combination: wheezing + red_eye,active
SC00339,wheezing,vision_change,clinical,NON-URGENT,3,Clinical combination: wheezing + vision_change,active
SC00340,wheezing,eye_discharge,clinical,NON-URGENT,3,Clinical combination: wheezing + eye_discharge,active
SC00341,wheezing,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: wheezing + foreign_body_eye,active
SC00342,wheezing,photophobia,clinical,NON-URGENT,3,Clinical combination: wheezing + photophobia,active
SC00343,wheezing,sudden_vision_loss,clinical,URGENT,7,Clinical combination: wheezing + sudden_vision_loss,active
SC00344,wheezing,urinary_retention,clinical,NON-URGENT,3,Clinical combination: wheezing + urinary_retention,active
SC00345,wheezing,hematuria,clinical,NON-URGENT,3,Clinical combination: wheezing + hematuria,active
SC00346,wheezing,flank_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + flank_pain,active
SC00347,wheezing,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + kidney_stone_pain,active
SC00348,wheezing,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: wheezing + urinary_frequency,active
SC00349,wheezing,incontinence,clinical,NON-URGENT,3,Clinical combination: wheezing + incontinence,active
SC00350,wheezing,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + scrotal_pain,active
SC00351,wheezing,testicular_pain,clinical,NON-URGENT,3,Clinical combination: wheezing + testicular_pain,active
SC00352,wheezing,testicular_torsion,clinical,URGENT,7,Clinical combination: wheezing + testicular_torsion,active
SC00353,wheezing,penile_discharge,clinical,NON-URGENT,3,Clinical combination: wheezing + penile_discharge,active
SC00354,wheezing,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: wheezing + anxiety_attack,active
SC00355,wheezing,panic_attack,clinical,NON-URGENT,3,Clinical combination: wheezing + panic_attack,active
SC00356,wheezing,depression_severe,clinical,NON-URGENT,3,Clinical combination: wheezing + depression_severe,active
SC00357,wheezing,agitation,clinical,NON-URGENT,3,Clinical combination: wheezing + agitation,active
SC00358,wheezing,aggression,clinical,NON-URGENT,3,Clinical combination: wheezing + aggression,active
SC00359,wheezing,hallucinations,clinical,URGENT,7,Clinical combination: wheezing + hallucinations,active
SC00360,wheezing,substance_withdrawal,clinical,URGENT,7,Clinical combination: wheezing + substance_withdrawal,active
SC00361,wheezing,self_harm,clinical,URGENT,7,Clinical combination: wheezing + self_harm,active
SC00362,wheezing,psychosis,clinical,URGENT,7,Clinical combination: wheezing + psychosis,active
SC00363,wheezing,infant_fever,clinical,NON-URGENT,3,Clinical combination: wheezing + infant_fever,active
SC00364,wheezing,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: wheezing + poor_feeding_infant,active
SC00365,wheezing,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: wheezing + decreased_wet_diapers,active
SC00366,wheezing,bulging_fontanelle,clinical,URGENT,7,Clinical combination: wheezing + bulging_fontanelle,active
SC00367,wheezing,irritable_infant,clinical,NON-URGENT,3,Clinical combination: wheezing + irritable_infant,active
SC00368,asthma_exacerbation,stridor,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + stridor,active
SC00369,asthma_exacerbation,bronchitis,clinical,URGENT,7,Clinical combination: asthma_exacerbation + bronchitis,active
SC00370,asthma_exacerbation,pneumonia_symptoms,clinical,URGENT,7,Clinical combination: asthma_exacerbation + pneumonia_symptoms,active
SC00371,asthma_exacerbation,pleuritic_chest_pain,clinical,URGENT,7,Clinical combination: asthma_exacerbation + pleuritic_chest_pain,active
SC00372,asthma_exacerbation,hoarseness,clinical,URGENT,7,Clinical combination: asthma_exacerbation + hoarseness,active
SC00373,asthma_exacerbation,nasal_congestion,clinical,URGENT,7,Clinical combination: asthma_exacerbation + nasal_congestion,active
SC00374,asthma_exacerbation,sinus_pain,clinical,URGENT,7,Clinical combination: asthma_exacerbation + sinus_pain,active
SC00375,asthma_exacerbation,hemoptysis,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + hemoptysis,active
SC00376,asthma_exacerbation,throat_swelling,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + throat_swelling,active
SC00377,asthma_exacerbation,aspiration,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + aspiration,active
SC00378,asthma_exacerbation,croup,clinical,URGENT,7,Clinical combination: asthma_exacerbation + croup,active
SC00379,asthma_exacerbation,epistaxis,clinical,URGENT,7,Clinical combination: asthma_exacerbation + epistaxis,active
SC00380,asthma_exacerbation,severe_epistaxis,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + severe_epistaxis,active
SC00381,asthma_exacerbation,cyanosis,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + cyanosis,active
SC00382,asthma_exacerbation,sleep_apnea_symptoms,clinical,URGENT,7,Clinical combination: asthma_exacerbation + sleep_apnea_symptoms,active
SC00383,asthma_exacerbation,syncope,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + syncope,active
SC00384,asthma_exacerbation,hypotension,clinical,URGENT,7,Clinical combination: asthma_exacerbation + hypotension,active
SC00385,asthma_exacerbation,hypertension_severe,clinical,URGENT,7,Clinical combination: asthma_exacerbation + hypertension_severe,active
SC00386,asthma_exacerbation,leg_swelling_unilateral,clinical,URGENT,7,Clinical combination: asthma_exacerbation + leg_swelling_unilateral,active
SC00387,asthma_exacerbation,claudication,clinical,URGENT,7,Clinical combination: asthma_exacerbation + claudication,active
SC00388,asthma_exacerbation,arrhythmia,clinical,URGENT,7,Clinical combination: asthma_exacerbation + arrhythmia,active
SC00389,asthma_exacerbation,angina,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + angina,active
SC00390,asthma_exacerbation,heart_failure_symptoms,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + heart_failure_symptoms,active
SC00391,asthma_exacerbation,cold_extremities,clinical,URGENT,7,Clinical combination: asthma_exacerbation + cold_extremities,active
SC00392,asthma_exacerbation,cardiac_arrest_symptoms,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + cardiac_arrest_symptoms,active
SC00393,asthma_exacerbation,constipation,clinical,URGENT,7,Clinical combination: asthma_exacerbation + constipation,active
SC00394,asthma_exacerbation,bloating,clinical,URGENT,7,Clinical combination: asthma_exacerbation + bloating,active
SC00395,asthma_exacerbation,dysphagia,clinical,URGENT,7,Clinical combination: asthma_exacerbation + dysphagia,active
SC00396,asthma_exacerbation,odynophagia,clinical,URGENT,7,Clinical combination: asthma_exacerbation + odynophagia,active
SC00397,asthma_exacerbation,melena,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + melena,active
SC00398,asthma_exacerbation,hematochezia,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + hematochezia,active
SC00399,asthma_exacerbation,jaundice,clinical,URGENT,7,Clinical combination: asthma_exacerbation + jaundice,active
SC00400,asthma_exacerbation,appendicitis_pain,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + appendicitis_pain,active
SC00401,asthma_exacerbation,pancreatitis_pain,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + pancreatitis_pain,active
SC00402,asthma_exacerbation,gallbladder_pain,clinical,URGENT,7,Clinical combination: asthma_exacerbation + gallbladder_pain,active
SC00403,asthma_exacerbation,reflux,clinical,URGENT,7,Clinical combination: asthma_exacerbation + reflux,active
SC00404,asthma_exacerbation,indigestion,clinical,URGENT,7,Clinical combination: asthma_exacerbation + indigestion,active
SC00405,asthma_exacerbation,anorexia,clinical,URGENT,7,Clinical combination: asthma_exacerbation + anorexia,active
SC00406,asthma_exacerbation,weight_loss,clinical,URGENT,7,Clinical combination: asthma_exacerbation + weight_loss,active
SC00407,asthma_exacerbation,rectal_pain,clinical,URGENT,7,Clinical combination: asthma_exacerbation + rectal_pain,active
SC00408,asthma_exacerbation,hernia_pain,clinical,URGENT,7,Clinical combination: asthma_exacerbation + hernia_pain,active
SC00409,asthma_exacerbation,acute_abdomen,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + acute_abdomen,active
SC00410,asthma_exacerbation,numbness,clinical,URGENT,7,Clinical combination: asthma_exacerbation + numbness,active
SC00411,asthma_exacerbation,tingling,clinical,URGENT,7,Clinical combination: asthma_exacerbation + tingling,active
SC00412,asthma_exacerbation,paralysis,clinical,EMERGENCY,12,Clinical combination: asthma_exacerbation + paralysis,active
SC00413,asthma_exacerbation,tremor,clinical,URGENT,7,Clinical combination: asthma_exacerbation + tremor,active
