dictionary_id,local_term,english_term,category
485,balatian sa panit,skin disease,condition
486,bali,fracture,condition
487,banana allergy,banana allergy,allergy
488,banat,muscle strain,condition
489,bandaid allergy,contact dermatitis,allergy
490,barog ilong ko,nasal congestion,condition
491,basin budlay gid gid ko magginhawa subong gid,difficulty breathing,condition
492,basin budlay gid gid ko magginhawa subong gid ko,difficulty breathing,condition
493,basin budlay gid gid ko magginhawa subong ko gid,difficulty breathing,condition
494,basin budlay gid gid ko magginhawa subong man,difficulty breathing,condition
495,basin budlay gid gid ko magginhawa subong na gid,difficulty breathing,condition
496,basin budlay gid ko mag ginhawa subong gid,difficulty breathing,condition
497,basin budlay gid ko mag ginhawa subong gid ko,difficulty breathing,condition
498,basin budlay gid ko mag ginhawa subong ko gid,difficulty breathing,condition
499,basin budlay gid ko mag ginhawa subong man,difficulty breathing,condition
500,basin budlay gid ko mag ginhawa subong na gid,difficulty breathing,condition
501,basin budlay gid ko magginhawa subong gid,difficulty breathing,condition
502,basin budlay gid ko magginhawa subong gid ko,difficulty breathing,condition
503,basin budlay gid ko magginhawa subong ko gid,difficulty breathing,condition
504,basin budlay gid ko magginhawa subong man,difficulty breathing,condition
505,basin budlay gid ko magginhawa subong na gid,difficulty breathing,condition
506,basin budlay gid ku magginhawa subong gid,difficulty breathing,condition
507,basin budlay gid ku magginhawa subong gid ko,difficulty breathing,condition
508,basin budlay gid ku magginhawa subong ko gid,difficulty breathing,condition
509,basin budlay gid ku magginhawa subong man,difficulty breathing,condition
510,basin budlay gid ku magginhawa subong na gid,difficulty breathing,condition
511,basin budlay magginhawa ko,difficulty breathing,condition
512,basin gadugo bilat ko,vaginal bleeding,condition
513,basin gahabok dila ko gid gid,swollen tongue,condition
514,basin gahabok dila ko gid gid ko,swollen tongue,condition
515,basin gahabok dila ko gid ko gid,swollen tongue,condition
516,basin gahabok dila ko gid man,swollen tongue,condition
517,basin gahabok dila ko gid na gid,swollen tongue,condition
518,basin gahabok dila ku gid gid,swollen tongue,condition
519,basin gahabok dila ku gid gid ko,swollen tongue,condition
520,basin gahabok dila ku gid ko gid,swollen tongue,condition
521,basin gahabok dila ku gid man,swollen tongue,condition
522,basin gahabok dila ku gid na gid,swollen tongue,condition
523,basin gahubag dila ko gid gid,swollen tongue,condition
524,basin gahubag dila ko gid gid ko,swollen tongue,condition
525,basin gahubag dila ko gid ko gid,swollen tongue,condition
526,basin gahubag dila ko gid man,swollen tongue,condition
527,basin gahubag dila ko gid na gid,swollen tongue,condition
528,basin gahubag itlog ko,testicular swelling,condition
529,basin galuya lawas ko kag kapoy gid gid,body weakness with severe fatigue,condition
530,basin galuya lawas ko kag kapoy gid gid ko,body weakness with severe fatigue,condition
531,basin galuya lawas ko kag kapoy gid ko gid,body weakness with severe fatigue,condition
532,basin galuya lawas ko kag kapoy gid man,body weakness with severe fatigue,condition
533,basin galuya lawas ko kag kapoy gid na gid,body weakness with severe fatigue,condition
534,basin gapula mata ko kag gakatol gid,red itchy eyes,condition
535,basin gapula mata ko kag gakatol gid ko,red itchy eyes,condition
536,basin gapula mata ko kag gakatol ko gid,red itchy eyes,condition
537,basin gapula mata ko kag gakatol man,red itchy eyes,condition
538,basin gapula mata ko kag gakatol na gid,red itchy eyes,condition
539,basin gasakit dughan ko,chest pain,condition
540,basin gasakit ulo ko karon gid,head pain,condition
541,basin gasakit ulo ko karon gid ko,head pain,condition
542,basin gasakit ulo ko karon ko gid,head pain,condition
543,basin gasakit ulo ko karon man,head pain,condition
544,basin gasakit ulo ko karon na gid,head pain,condition
545,basin gin kagat sang ido ko kag nagdugo gid,dog bite with bleeding,condition
546,basin gin kagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,condition
547,basin gin kagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,condition
548,basin gin kagat sang ido ko kag nagdugo man,dog bite with bleeding,condition
549,basin gin kagat sang ido ko kag nagdugo na gid,dog bite with bleeding,condition
550,basin ginkagat sang ido ko,dog bite,condition
551,basin ginkagat sang ido ko kag nag dugo gid,dog bite with bleeding,condition
552,basin ginkagat sang ido ko kag nag dugo gid ko,dog bite with bleeding,condition
553,basin ginkagat sang ido ko kag nag dugo ko gid,dog bite with bleeding,condition
554,basin ginkagat sang ido ko kag nag dugo man,dog bite with bleeding,condition
555,basin ginkagat sang ido ko kag nag dugo na gid,dog bite with bleeding,condition
556,basin ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,condition
557,basin ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,condition
558,basin ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,condition
559,basin ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,condition
560,basin ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,condition
561,basin ginkagat sang ido ku kag nagdugo gid,dog bite with bleeding,condition
562,basin ginkagat sang ido ku kag nagdugo gid ko,dog bite with bleeding,condition
563,basin ginkagat sang ido ku kag nagdugo ko gid,dog bite with bleeding,condition
564,basin ginkagat sang ido ku kag nagdugo man,dog bite with bleeding,condition
565,basin ginkagat sang ido ku kag nagdugo na gid,dog bite with bleeding,condition
566,basin ginsumbag ko kag nabun-og ulo gid,physical assault with head bruise,condition
567,basin ginsumbag ko kag nabun-og ulo gid ko,physical assault with head bruise,condition
568,basin ginsumbag ko kag nabun-og ulo ko gid,physical assault with head bruise,condition
569,basin ginsumbag ko kag nabun-og ulo man,physical assault with head bruise,condition
570,basin ginsumbag ko kag nabun-og ulo na gid,physical assault with head bruise,condition
571,basin ginsumbag ku kag nabun-og ulo gid,physical assault with head bruise,condition
572,basin ginsumbag ku kag nabun-og ulo gid ko,physical assault with head bruise,condition
573,basin ginsumbag ku kag nabun-og ulo ko gid,physical assault with head bruise,condition
574,basin ginsumbag ku kag nabun-og ulo man,physical assault with head bruise,condition
575,basin ginsumbag ku kag nabun-og ulo na gid,physical assault with head bruise,condition
576,basin kakatol bilat ko,vaginal itching,condition
577,basin masakit ari ko,penile pain,condition
578,basin may nana akon mata,eye infection,condition
579,basin may nana akon mata subong gid,eye infection,condition
580,basin may nana akon mata subong gid ko,eye infection,condition
581,basin may nana akon mata subong ko gid,eye infection,condition
582,basin may nana akon mata subong man,eye infection,condition
583,basin may nana akon mata subong na gid,eye infection,condition
584,basin may nana sa bilat ko,vaginal infection,condition
585,basin may pilas ko sa kamot kag nag dugo gid,bleeding hand wound,condition
586,basin may pilas ko sa kamot kag nag dugo gid ko,bleeding hand wound,condition
587,basin may pilas ko sa kamot kag nag dugo ko gid,bleeding hand wound,condition
588,basin may pilas ko sa kamot kag nag dugo man,bleeding hand wound,condition
589,basin may pilas ko sa kamot kag nag dugo na gid,bleeding hand wound,condition
590,basin may pilas ko sa kamot kag nagdugo gid,bleeding hand wound,condition
591,basin may pilas ko sa kamot kag nagdugo gid ko,bleeding hand wound,condition
592,basin may pilas ko sa kamot kag nagdugo ko gid,bleeding hand wound,condition
593,basin may pilas ko sa kamot kag nagdugo man,bleeding hand wound,condition
594,basin may pilas ko sa kamot kag nagdugo na gid,bleeding hand wound,condition
595,basin may pilas ku sa kamot kag nagdugo gid,bleeding hand wound,condition
596,basin may pilas ku sa kamot kag nagdugo gid ko,bleeding hand wound,condition
597,basin may pilas ku sa kamot kag nagdugo ko gid,bleeding hand wound,condition
598,basin may pilas ku sa kamot kag nagdugo man,bleeding hand wound,condition
599,basin may pilas ku sa kamot kag nagdugo na gid,bleeding hand wound,condition
600,basin nabali kamot ko,hand fracture,condition
601,basin nabali kamot ko sang natumba gid,hand fracture,condition
602,basin nabali kamot ko sang natumba gid ko,hand fracture,condition
603,basin nabali kamot ko sang natumba ko gid,hand fracture,condition
604,basin nabali kamot ko sang natumba man,hand fracture,condition
605,basin nabali kamot ko sang natumba na gid,hand fracture,condition
606,basin nabali kamot ku sang natumba gid,hand fracture,condition
607,basin nabali kamot ku sang natumba gid ko,hand fracture,condition
608,basin nabali kamot ku sang natumba ko gid,hand fracture,condition
609,basin nabali kamot ku sang natumba man,hand fracture,condition
610,basin nabali kamot ku sang natumba na gid,hand fracture,condition
611,basin nabali na kamot ko sang natumba gid,hand fracture,condition
612,basin nabali na kamot ko sang natumba gid ko,hand fracture,condition
613,basin nabali na kamot ko sang natumba ko gid,hand fracture,condition
614,basin nabali na kamot ko sang natumba man,hand fracture,condition
615,basin nabali na kamot ko sang natumba na gid,hand fracture,condition
616,basin nabunggo ko sa salakyan kag nag dugo ulo gid,vehicle collision with head bleeding,condition
617,basin nabunggo ko sa salakyan kag nag dugo ulo gid ko,vehicle collision with head bleeding,condition
618,basin nabunggo ko sa salakyan kag nag dugo ulo ko gid,vehicle collision with head bleeding,condition
619,basin nabunggo ko sa salakyan kag nag dugo ulo man,vehicle collision with head bleeding,condition
620,basin nabunggo ko sa salakyan kag nag dugo ulo na gid,vehicle collision with head bleeding,condition
621,basin nabunggo ko sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,condition
622,basin nabunggo ko sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,condition
623,basin nabunggo ko sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,condition
624,basin nabunggo ko sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,condition
625,basin nabunggo ko sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,condition
626,basin nabunggo ku sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,condition
627,basin nabunggo ku sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,condition
628,basin nabunggo ku sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,condition
629,basin nabunggo ku sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,condition
630,basin nabunggo ku sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,condition
631,basin nag dugo ulo ko pagkatapos natumba gid,head bleeding after fall,condition
632,basin nag dugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,condition
633,basin nag dugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,condition
634,basin nag dugo ulo ko pagkatapos natumba man,head bleeding after fall,condition
635,basin nag dugo ulo ko pagkatapos natumba na gid,head bleeding after fall,condition
636,basin nagdugo ulo ko,head bleeding,condition
637,basin nagdugo ulo ko pagkatapos natumba gid,head bleeding after fall,condition
638,basin nagdugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,condition
639,basin nagdugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,condition
640,basin nagdugo ulo ko pagkatapos natumba man,head bleeding after fall,condition
641,basin nagdugo ulo ko pagkatapos natumba na gid,head bleeding after fall,condition
642,basin nagdugo ulo ku pagkatapos natumba gid,head bleeding after fall,condition
643,basin nagdugo ulo ku pagkatapos natumba gid ko,head bleeding after fall,condition
644,basin nagdugo ulo ku pagkatapos natumba ko gid,head bleeding after fall,condition
645,basin nagdugo ulo ku pagkatapos natumba man,head bleeding after fall,condition
646,basin nagdugo ulo ku pagkatapos natumba na gid,head bleeding after fall,condition
647,basin nakuryente ko sang kuryente gid,electrical injury,condition
648,basin nakuryente ko sang kuryente gid ko,electrical injury,condition
649,basin nakuryente ko sang kuryente ko gid,electrical injury,condition
650,basin nakuryente ko sang kuryente man,electrical injury,condition
651,basin nakuryente ko sang kuryente na gid,electrical injury,condition
652,basin nakuryente ku sang kuryente gid,electrical injury,condition
653,basin nakuryente ku sang kuryente gid ko,electrical injury,condition
654,basin nakuryente ku sang kuryente ko gid,electrical injury,condition
655,basin nakuryente ku sang kuryente man,electrical injury,condition
656,basin nakuryente ku sang kuryente na gid,electrical injury,condition
657,basin nautod na tudlo ko sang makina gid,amputated finger,condition
658,basin nautod na tudlo ko sang makina gid ko,amputated finger,condition
659,basin nautod na tudlo ko sang makina ko gid,amputated finger,condition
660,basin nautod na tudlo ko sang makina man,amputated finger,condition
661,basin nautod na tudlo ko sang makina na gid,amputated finger,condition
662,basin nautod tudlo ko sang makina gid,amputated finger,condition
663,basin nautod tudlo ko sang makina gid ko,amputated finger,condition
664,basin nautod tudlo ko sang makina ko gid,amputated finger,condition
665,basin nautod tudlo ko sang makina man,amputated finger,condition
666,basin nautod tudlo ko sang makina na gid,amputated finger,condition
667,basin nautod tudlo ku sang makina gid,amputated finger,condition
668,basin nautod tudlo ku sang makina gid ko,amputated finger,condition
669,basin nautod tudlo ku sang makina ko gid,amputated finger,condition
670,basin nautod tudlo ku sang makina man,amputated finger,condition
671,basin nautod tudlo ku sang makina na gid,amputated finger,condition
672,basin nga budlay magginhawa ko,difficulty breathing,condition
673,basin nga gasakit dughan ko,chest pain,condition
674,basin nga ginkagat sang ido ko,dog bite,condition
675,basin nga may nana akon mata,eye infection,condition
676,basin nga nabali kamot ko,hand fracture,condition
677,basin nga nagdugo ulo ko,head bleeding,condition
678,basin ubo ko kag ginahilanat gid,fever with cough,condition
679,basin ubo ko kag ginahilanat gid ko,fever with cough,condition
680,basin ubo ko kag ginahilanat ko gid,fever with cough,condition
681,basin ubo ko kag ginahilanat man,fever with cough,condition
682,basin ubo ko kag ginahilanat na gid,fever with cough,condition
683,batiis,leg,condition
684,bato,kidney,condition
685,bato sa apdo,gallstones,condition
686,bato sa kidney,kidney stones,condition
687,bawal penicillin,penicillin allergy,allergy
688,bawal sa alimango,crab allergy,allergy
689,bawal sa aspirin,aspirin allergy,allergy
690,bawal sa gatas,milk allergy,allergy
691,bawal sa hipon,shrimp allergy,allergy
692,bawal sa isda,fish allergy,allergy
693,bawal sa itlog,egg allergy,allergy
694,bawal sa mani,peanut allergy,allergy
695,bawal sa seafood,shellfish allergy,allergy
696,bawal sa sulfa,sulfa allergy,allergy
697,baywang,waist,condition
698,bee sting allergy,bee sting allergy,allergy
699,beer allergy,food allergy,allergy
700,belt buckle allergy,nickel allergy,allergy
701,bilog tiyan,abdominal distension,condition
