term_id,term,english,concept,language,status
,atake puso,heart attack,heart_attack,hiligaynon,active
,atake sa puso,heart attack,heart_attack,hiligaynon,active
,atake sa utok,stroke,stroke,hiligaynon,active
,atay,liver,liver,hiligaynon,active
,athlete foot,tinea pedis,tinea_pedis,hiligaynon,active
,atopic dermatitis,atopic dermatitis,atopic_dermatitis,hiligaynon,active
,atrial fibrillation,atrial fibrillation,atrial_fibrillation,hiligaynon,active
,augmentin allergy,amoxicillin allergy,amoxicillin_allergy,hiligaynon,active
,avocado allergy,avocado allergy,avocado_allergy,hiligaynon,active
,awang,jaw,jaw,hiligaynon,active
,b12 deficiency,vitamin b12 deficiency,vitamin_b12_deficiency,hiligaynon,active
,baba,mouth,mouth,hiligaynon,active
,back pain,back pain,back_pain,hiligaynon,active
,bag-o lang budlay gid gid ko magginhawa subong gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid gid ko magginhawa subong gid ko,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid gid ko magginhawa subong ko gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid gid ko magginhawa subong man,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid gid ko magginhawa subong na gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ko mag ginhawa subong gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ko mag ginhawa subong gid ko,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ko mag ginhawa subong ko gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ko mag ginhawa subong man,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ko mag ginhawa subong na gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ko magginhawa subong gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ko magginhawa subong gid ko,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ko magginhawa subong ko gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ko magginhawa subong man,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ko magginhawa subong na gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ku magginhawa subong gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ku magginhawa subong gid ko,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ku magginhawa subong ko gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ku magginhawa subong man,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang budlay gid ku magginhawa subong na gid,difficulty breathing,difficulty_breathing,hiligaynon,active
,bag-o lang gahabok dila ko gid gid,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahabok dila ko gid gid ko,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahabok dila ko gid ko gid,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahabok dila ko gid man,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahabok dila ko gid na gid,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahabok dila ku gid gid,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahabok dila ku gid gid ko,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahabok dila ku gid ko gid,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahabok dila ku gid man,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahabok dila ku gid na gid,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahika ko,cough,cough,hiligaynon,active
,bag-o lang gahubag dila ko gid gid,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahubag dila ko gid gid ko,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahubag dila ko gid ko gid,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahubag dila ko gid man,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahubag dila ko gid na gid,swollen tongue,swollen_tongue,hiligaynon,active
,bag-o lang gahubag tiyan ko,abdominal swelling,abdominal_swelling,hiligaynon,active
,bag-o lang galuya lawas ko,body weakness,body_weakness,hiligaynon,active
,bag-o lang galuya lawas ko kag kapoy gid gid,body weakness with severe fatigue,body_weakness_with_severe_fatigue,hiligaynon,active
,bag-o lang galuya lawas ko kag kapoy gid gid ko,body weakness with severe fatigue,body_weakness_with_severe_fatigue,hiligaynon,active
,bag-o lang galuya lawas ko kag kapoy gid ko gid,body weakness with severe fatigue,body_weakness_with_severe_fatigue,hiligaynon,active
,bag-o lang galuya lawas ko kag kapoy gid man,body weakness with severe fatigue,body_weakness_with_severe_fatigue,hiligaynon,active
,bag-o lang galuya lawas ko kag kapoy gid na gid,body weakness with severe fatigue,body_weakness_with_severe_fatigue,hiligaynon,active
,bag-o lang gapula mata ko kag gakatol gid,red itchy eyes,red_itchy_eyes,hiligaynon,active
,bag-o lang gapula mata ko kag gakatol gid ko,red itchy eyes,red_itchy_eyes,hiligaynon,active
,bag-o lang gapula mata ko kag gakatol ko gid,red itchy eyes,red_itchy_eyes,hiligaynon,active
,bag-o lang gapula mata ko kag gakatol man,red itchy eyes,red_itchy_eyes,hiligaynon,active
,bag-o lang gapula mata ko kag gakatol na gid,red itchy eyes,red_itchy_eyes,hiligaynon,active
,bag-o lang gasakit ulo ko,head pain,head_pain,hiligaynon,active
,bag-o lang gasakit ulo ko karon gid,head pain,head_pain,hiligaynon,active
,bag-o lang gasakit ulo ko karon gid ko,head pain,head_pain,hiligaynon,active
,bag-o lang gasakit ulo ko karon ko gid,head pain,head_pain,hiligaynon,active
,bag-o lang gasakit ulo ko karon man,head pain,head_pain,hiligaynon,active
,bag-o lang gasakit ulo ko karon na gid,head pain,head_pain,hiligaynon,active
,bag-o lang gin kagat sang ido ko kag nagdugo gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang gin kagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang gin kagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang gin kagat sang ido ko kag nagdugo man,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang gin kagat sang ido ko kag nagdugo na gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginadudul-om ko,diarrhea,diarrhea,hiligaynon,active
,bag-o lang ginahilanat ko,fever,fever,hiligaynon,active
,bag-o lang ginkagat sang ido ko kag nag dugo gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginkagat sang ido ko kag nag dugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginkagat sang ido ko kag nag dugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginkagat sang ido ko kag nag dugo man,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginkagat sang ido ko kag nag dugo na gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginkagat sang ido ku kag nagdugo gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginkagat sang ido ku kag nagdugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginkagat sang ido ku kag nagdugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginkagat sang ido ku kag nagdugo man,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginkagat sang ido ku kag nagdugo na gid,dog bite with bleeding,dog_bite_with_bleeding,hiligaynon,active
,bag-o lang ginsumbag ko kag nabun-og ulo gid,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,bag-o lang ginsumbag ko kag nabun-og ulo gid ko,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,bag-o lang ginsumbag ko kag nabun-og ulo ko gid,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,bag-o lang ginsumbag ko kag nabun-og ulo man,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,bag-o lang ginsumbag ko kag nabun-og ulo na gid,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,bag-o lang ginsumbag ku kag nabun-og ulo gid,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,bag-o lang ginsumbag ku kag nabun-og ulo gid ko,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,bag-o lang ginsumbag ku kag nabun-og ulo ko gid,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,bag-o lang ginsumbag ku kag nabun-og ulo man,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,bag-o lang ginsumbag ku kag nabun-og ulo na gid,physical assault with head bruise,physical_assault_with_head_bruise,hiligaynon,active
,bag-o lang may nana akon mata,eye infection,eye_infection,hiligaynon,active
,bag-o lang may nana akon mata subong gid,eye infection,eye_infection,hiligaynon,active
,bag-o lang may nana akon mata subong gid ko,eye infection,eye_infection,hiligaynon,active
,bag-o lang may nana akon mata subong ko gid,eye infection,eye_infection,hiligaynon,active
,bag-o lang may nana akon mata subong man,eye infection,eye_infection,hiligaynon,active
,bag-o lang may nana akon mata subong na gid,eye infection,eye_infection,hiligaynon,active
,bag-o lang may pilas ko sa kamot,hand wound,hand_wound,hiligaynon,active
,bag-o lang may pilas ko sa kamot kag nag dugo gid,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang may pilas ko sa kamot kag nag dugo gid ko,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang may pilas ko sa kamot kag nag dugo ko gid,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang may pilas ko sa kamot kag nag dugo man,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang may pilas ko sa kamot kag nag dugo na gid,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang may pilas ko sa kamot kag nagdugo gid,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang may pilas ko sa kamot kag nagdugo gid ko,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang may pilas ko sa kamot kag nagdugo ko gid,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang may pilas ko sa kamot kag nagdugo man,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang may pilas ko sa kamot kag nagdugo na gid,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang may pilas ku sa kamot kag nagdugo gid,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang may pilas ku sa kamot kag nagdugo gid ko,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang may pilas ku sa kamot kag nagdugo ko gid,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang may pilas ku sa kamot kag nagdugo man,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang may pilas ku sa kamot kag nagdugo na gid,bleeding hand wound,bleeding_hand_wound,hiligaynon,active
,bag-o lang nabali kamot ko sang natumba gid,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabali kamot ko sang natumba gid ko,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabali kamot ko sang natumba ko gid,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabali kamot ko sang natumba man,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabali kamot ko sang natumba na gid,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabali kamot ku sang natumba gid,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabali kamot ku sang natumba gid ko,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabali kamot ku sang natumba ko gid,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabali kamot ku sang natumba man,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabali kamot ku sang natumba na gid,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabali na kamot ko sang natumba gid,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabali na kamot ko sang natumba gid ko,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabali na kamot ko sang natumba ko gid,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabali na kamot ko sang natumba man,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabali na kamot ko sang natumba na gid,hand fracture,hand_fracture,hiligaynon,active
,bag-o lang nabunggo ko sa salakyan kag nag dugo ulo gid,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nabunggo ko sa salakyan kag nag dugo ulo gid ko,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nabunggo ko sa salakyan kag nag dugo ulo ko gid,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nabunggo ko sa salakyan kag nag dugo ulo man,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nabunggo ko sa salakyan kag nag dugo ulo na gid,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nabunggo ko sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nabunggo ko sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nabunggo ko sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nabunggo ko sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nabunggo ko sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nabunggo ku sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nabunggo ku sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nabunggo ku sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nabunggo ku sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nabunggo ku sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,vehicle_collision_with_head_bleeding,hiligaynon,active
,bag-o lang nag dugo ulo ko pagkatapos natumba gid,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nag dugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nag dugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nag dugo ulo ko pagkatapos natumba man,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nag dugo ulo ko pagkatapos natumba na gid,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nagdugo ulo ko pagkatapos natumba gid,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nagdugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nagdugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nagdugo ulo ko pagkatapos natumba man,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nagdugo ulo ko pagkatapos natumba na gid,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nagdugo ulo ku pagkatapos natumba gid,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nagdugo ulo ku pagkatapos natumba gid ko,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nagdugo ulo ku pagkatapos natumba ko gid,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nagdugo ulo ku pagkatapos natumba man,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nagdugo ulo ku pagkatapos natumba na gid,head bleeding after fall,head_bleeding_after_fall,hiligaynon,active
,bag-o lang nakuryente ko sang kuryente gid,electrical injury,electrical_injury,hiligaynon,active
,bag-o lang nakuryente ko sang kuryente gid ko,electrical injury,electrical_injury,hiligaynon,active
,bag-o lang nakuryente ko sang kuryente ko gid,electrical injury,electrical_injury,hiligaynon,active
,bag-o lang nakuryente ko sang kuryente man,electrical injury,electrical_injury,hiligaynon,active
