term_id,term,english,concept,language,status
,barog ilong ko,nasal congestion,nasal_congestion,filipino,active
,basin budlay gid gid ko magginhawa subong gid,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid gid ko magginhawa subong gid ko,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid gid ko magginhawa subong ko gid,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid gid ko magginhawa subong man,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid gid ko magginhawa subong na gid,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ko mag ginhawa subong gid,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ko mag ginhawa subong gid ko,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ko mag ginhawa subong ko gid,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ko mag ginhawa subong man,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ko mag ginhawa subong na gid,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ko magginhawa subong gid,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ko magginhawa subong gid ko,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ko magginhawa subong ko gid,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ko magginhawa subong man,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ko magginhawa subong na gid,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ku magginhawa subong gid,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ku magginhawa subong gid ko,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ku magginhawa subong ko gid,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ku magginhawa subong man,difficulty breathing,difficulty_breathing,filipino,active
,basin budlay gid ku magginhawa subong na gid,difficulty breathing,difficulty_breathing,filipino,active
,basin gin kagat sang ido ko kag nagdugo gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin gin kagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin gin kagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin gin kagat sang ido ko kag nagdugo man,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin gin kagat sang ido ko kag nagdugo na gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ko,dog bite,dog_bite,filipino,active
,basin ginkagat sang ido ko kag nag dugo gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ko kag nag dugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ko kag nag dugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ko kag nag dugo man,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ko kag nag dugo na gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ku kag nagdugo gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ku kag nagdugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ku kag nagdugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ku kag nagdugo man,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin ginkagat sang ido ku kag nagdugo na gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,basin masakit ari ko,penile pain,penile_pain,filipino,active
,basin may nana akon mata,eye infection,eye_infection,filipino,active
,basin may nana akon mata subong gid,eye infection,eye_infection,filipino,active
,basin may nana akon mata subong gid ko,eye infection,eye_infection,filipino,active
,basin may nana akon mata subong ko gid,eye infection,eye_infection,filipino,active
,basin may nana akon mata subong man,eye infection,eye_infection,filipino,active
,basin may nana akon mata subong na gid,eye infection,eye_infection,filipino,active
,basin may nana sa bilat ko,vaginal infection,vaginal_infection,filipino,active
,basin may pilas ko sa kamot kag nag dugo gid,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin may pilas ko sa kamot kag nag dugo gid ko,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin may pilas ko sa kamot kag nag dugo ko gid,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin may pilas ko sa kamot kag nag dugo man,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin may pilas ko sa kamot kag nag dugo na gid,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin may pilas ko sa kamot kag nagdugo gid,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin may pilas ko sa kamot kag nagdugo gid ko,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin may pilas ko sa kamot kag nagdugo ko gid,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin may pilas ko sa kamot kag nagdugo man,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin may pilas ko sa kamot kag nagdugo na gid,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin may pilas ku sa kamot kag nagdugo gid,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin may pilas ku sa kamot kag nagdugo gid ko,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin may pilas ku sa kamot kag nagdugo ko gid,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin may pilas ku sa kamot kag nagdugo man,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin may pilas ku sa kamot kag nagdugo na gid,bleeding hand wound,bleeding_hand_wound,filipino,active
,basin nabali kamot ko sang natumba gid,hand fracture,hand_fracture,filipino,active
,basin nabali kamot ko sang natumba gid ko,hand fracture,hand_fracture,filipino,active
,basin nabali kamot ko sang natumba ko gid,hand fracture,hand_fracture,filipino,active
,basin nabali kamot ko sang natumba man,hand fracture,hand_fracture,filipino,active
,basin nabali kamot ko sang natumba na gid,hand fracture,hand_fracture,filipino,active
,basin nabali kamot ku sang natumba gid,hand fracture,hand_fracture,filipino,active
,basin nabali kamot ku sang natumba gid ko,hand fracture,hand_fracture,filipino,active
,basin nabali kamot ku sang natumba ko gid,hand fracture,hand_fracture,filipino,active
,basin nabali kamot ku sang natumba man,hand fracture,hand_fracture,filipino,active
,basin nabali kamot ku sang natumba na gid,hand fracture,hand_fracture,filipino,active
,basin nabali na kamot ko sang natumba gid,hand fracture,hand_fracture,filipino,active
,basin nabali na kamot ko sang natumba gid ko,hand fracture,hand_fracture,filipino,active
,basin nabali na kamot ko sang natumba ko gid,hand fracture,hand_fracture,filipino,active
,basin nabali na kamot ko sang natumba man,hand fracture,hand_fracture,filipino,active
,basin nabali na kamot ko sang natumba na gid,hand fracture,hand_fracture,filipino,active
,basin nakuryente ko sang kuryente gid,electrical injury,electrical_injury,filipino,active
,basin nakuryente ko sang kuryente gid ko,electrical injury,electrical_injury,filipino,active
,basin nakuryente ko sang kuryente ko gid,electrical injury,electrical_injury,filipino,active
,basin nakuryente ko sang kuryente man,electrical injury,electrical_injury,filipino,active
,basin nakuryente ko sang kuryente na gid,electrical injury,electrical_injury,filipino,active
,basin nakuryente ku sang kuryente gid,electrical injury,electrical_injury,filipino,active
,basin nakuryente ku sang kuryente gid ko,electrical injury,electrical_injury,filipino,active
,basin nakuryente ku sang kuryente ko gid,electrical injury,electrical_injury,filipino,active
,basin nakuryente ku sang kuryente man,electrical injury,electrical_injury,filipino,active
,basin nakuryente ku sang kuryente na gid,electrical injury,electrical_injury,filipino,active
,basin nautod na tudlo ko sang makina gid,amputated finger,amputated_finger,filipino,active
,basin nautod na tudlo ko sang makina gid ko,amputated finger,amputated_finger,filipino,active
,basin nautod na tudlo ko sang makina ko gid,amputated finger,amputated_finger,filipino,active
,basin nautod na tudlo ko sang makina man,amputated finger,amputated_finger,filipino,active
,basin nautod na tudlo ko sang makina na gid,amputated finger,amputated_finger,filipino,active
,basin nautod tudlo ko sang makina gid,amputated finger,amputated_finger,filipino,active
,basin nautod tudlo ko sang makina gid ko,amputated finger,amputated_finger,filipino,active
,basin nautod tudlo ko sang makina ko gid,amputated finger,amputated_finger,filipino,active
,basin nautod tudlo ko sang makina man,amputated finger,amputated_finger,filipino,active
,basin nautod tudlo ko sang makina na gid,amputated finger,amputated_finger,filipino,active
,basin nautod tudlo ku sang makina gid,amputated finger,amputated_finger,filipino,active
,basin nautod tudlo ku sang makina gid ko,amputated finger,amputated_finger,filipino,active
,basin nautod tudlo ku sang makina ko gid,amputated finger,amputated_finger,filipino,active
,basin nautod tudlo ku sang makina man,amputated finger,amputated_finger,filipino,active
,basin nautod tudlo ku sang makina na gid,amputated finger,amputated_finger,filipino,active
,basin nga ginkagat sang ido ko,dog bite,dog_bite,filipino,active
,basin nga may nana akon mata,eye infection,eye_infection,filipino,active
,bee sting allergy,bee sting allergy,bee_sting_allergy,filipino,active
,bleeding disorder,bleeding disorder,bleeding_disorder,filipino,active
,bleeding nose,epistaxis,epistaxis,filipino,active
,breathing problem,respiratory disease,respiratory_disease,filipino,active
,buling mata ko,blurred vision,blurred_vision,filipino,active
,bungang araw,heat rash,heat_rash,filipino,active
,burod ako,pregnancy,pregnancy,filipino,active
,daw budlay gid gid ko magginhawa subong gid,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid gid ko magginhawa subong gid ko,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid gid ko magginhawa subong ko gid,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid gid ko magginhawa subong man,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid gid ko magginhawa subong na gid,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ko mag ginhawa subong gid,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ko mag ginhawa subong gid ko,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ko mag ginhawa subong ko gid,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ko mag ginhawa subong man,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ko mag ginhawa subong na gid,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ko magginhawa subong gid,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ko magginhawa subong gid ko,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ko magginhawa subong ko gid,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ko magginhawa subong man,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ko magginhawa subong na gid,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ku magginhawa subong gid,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ku magginhawa subong gid ko,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ku magginhawa subong ko gid,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ku magginhawa subong man,difficulty breathing,difficulty_breathing,filipino,active
,daw budlay gid ku magginhawa subong na gid,difficulty breathing,difficulty_breathing,filipino,active
,daw gin kagat sang ido ko kag nagdugo gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw gin kagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw gin kagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw gin kagat sang ido ko kag nagdugo man,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw gin kagat sang ido ko kag nagdugo na gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ko,dog bite,dog_bite,filipino,active
,daw ginkagat sang ido ko kag nag dugo gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ko kag nag dugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ko kag nag dugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ko kag nag dugo man,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ko kag nag dugo na gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ku kag nagdugo gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ku kag nagdugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ku kag nagdugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ku kag nagdugo man,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw ginkagat sang ido ku kag nagdugo na gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,daw indi ko makabaton sang kamot ko,arm weakness,arm_weakness,filipino,active
,daw indi ko makabaton sang lawas ko,facial droop,facial_droop,filipino,active
,daw indi ko makabaton sang tiil ko,leg weakness,leg_weakness,filipino,active
,daw indi ko makilala ang tawo,confusion,confusion,filipino,active
,daw mabali akon batiis,suspected leg fracture,suspected_leg_fracture,filipino,active
,daw mabali akon buuk,suspected arm fracture,suspected_arm_fracture,filipino,active
,daw mabali akon kamot,suspected hand fracture,suspected_hand_fracture,filipino,active
,daw mabali akon tiil,suspected foot fracture,suspected_foot_fracture,filipino,active
,daw mabali akon tudlo,suspected finger fracture,suspected_finger_fracture,filipino,active
,daw mabali akon tuhod,suspected knee fracture,suspected_knee_fracture,filipino,active
,daw mabali akon ulo,suspected skull fracture,suspected_skull_fracture,filipino,active
