symptom_id,symptom_name,standardized_concept,category,language,local_term,status
325,Abnormal Auditory Reflex,abnormal_auditory_reflex,general,english,,active
326,Abnormal Automated Kinetic Perimetry Test,abnormal_automated_kinetic_perimetry_test,general,english,,active
327,Abnormal Autonomic Nervous System Morphology,abnormal_autonomic_nervous_system_morphology,general,english,,active
328,Abnormal Autonomic Nervous System Physiology,abnormal_autonomic_nervous_system_physiology,general,english,,active
329,Abnormal Axial Muscle Morphology,abnormal_axial_muscle_morphology,general,english,,active
330,Abnormal Axial Skeleton Morphology,abnormal_axial_skeleton_morphology,general,english,,active
331,Abnormal Axonemal Organisation of Respiratory Motile Cilia,abnormal_axonemal_organisation_of_respiratory_motile_cilia,general,english,,active
332,Abnormal Axonemal Organization of Respiratory Motile Cilia,abnormal_axonemal_organization_of_respiratory_motile_cilia,general,english,,active
333,Abnormal B Cell Count,abnormal_b_cell_count,general,english,,active
334,Abnormal B Cell Morphology,abnormal_b_cell_morphology,general,english,,active
335,Abnormal B Cell Physiology,abnormal_b_cell_physiology,general,english,,active
336,Abnormal B Cell Proliferation,abnormal_b_cell_proliferation,general,english,,active
337,Abnormal B Cell Subset Distribution,abnormal_b_cell_subset_distribution,general,english,,active
338,Abnormal B Cells,abnormal_b_cells,general,english,,active
339,Abnormal B-type Natriuretic Peptide Level,abnormal_b-type_natriuretic_peptide_level,general,english,,active
340,Abnormal Basal Ganglia Morphology,abnormal_basal_ganglia_morphology,general,english,,active
341,Abnormal Basal Ganglia MRI Signal Intensity,abnormal_basal_ganglia_mri_signal_intensity,general,english,,active
342,Abnormal Base Excess,abnormal_base_excess,general,english,,active
343,Abnormal Basophil Morphology,abnormal_basophil_morphology,general,english,,active
344,Abnormal Beliefs,abnormal_beliefs,general,english,,active
345,Abnormal Belly Button,abnormal_belly_button,general,english,,active
346,Abnormal Best Corrected Visual Acuity Test,abnormal_best_corrected_visual_acuity_test,general,english,,active
347,Abnormal Beta Amyloid 40 Level,abnormal_beta_amyloid_40_level,general,english,,active
348,Abnormal Big Toe Bones,abnormal_big_toe_bones,general,english,,active
349,Abnormal Biliary Tract Morphology,abnormal_biliary_tract_morphology,general,english,,active
350,Abnormal Biliary Tract Physiology,abnormal_biliary_tract_physiology,general,english,,active
351,Abnormal Biochemical Composition of Broncho-alveolar Fluid,abnormal_biochemical_composition_of_broncho-alveolar_fluid,general,english,,active
352,Abnormal Biotinidase Level,abnormal_biotinidase_level,general,english,,active
353,Abnormal Biparietal Diameter,abnormal_biparietal_diameter,general,english,,active
354,Abnormal Bladder Morphology,abnormal_bladder_morphology,general,english,,active
355,Abnormal Bleeding,abnormal_bleeding,general,english,,active
356,Abnormal Blink Rate,abnormal_blink_rate,general,english,,active
357,Abnormal Blistering of the Skin,abnormal_blistering_of_the_skin,general,english,,active
358,Abnormal Blood 5-methyltetrahydrofolate Level,abnormal_blood_5-methyltetrahydrofolate_level,general,english,,active
359,Abnormal Blood Calcium Concentration,abnormal_blood_calcium_concentration,general,english,,active
360,Abnormal Blood Calcium Levels,abnormal_blood_calcium_levels,general,english,,active
361,Abnormal Blood Carbon Dioxide Level,abnormal_blood_carbon_dioxide_level,general,english,,active
362,Abnormal Blood Cation Concentration,abnormal_blood_cation_concentration,general,english,,active
363,Abnormal Blood Chloride Concentration,abnormal_blood_chloride_concentration,general,english,,active
364,Abnormal Blood Cl Concentration,abnormal_blood_cl_concentration,general,english,,active
365,Abnormal Blood Clot,abnormal_blood_clot,general,english,,active
366,Abnormal Blood Clotting,abnormal_blood_clotting,general,english,,active
367,Abnormal Blood Coagulation Studies,abnormal_blood_coagulation_studies,general,english,,active
368,Abnormal Blood Creatinine Level,abnormal_blood_creatinine_level,general,english,,active
369,Abnormal Blood Folate Concentration,abnormal_blood_folate_concentration,general,english,,active
370,Abnormal Blood Gas Level in Cord Blood,abnormal_blood_gas_level_in_cord_blood,general,english,,active
371,Abnormal Blood Glucose Concentration,abnormal_blood_glucose_concentration,general,english,,active
372,Abnormal Blood Inorganic Cation Concentration,abnormal_blood_inorganic_cation_concentration,general,english,,active
373,Abnormal Blood Ion Concentration,abnormal_blood_ion_concentration,general,english,,active
374,Abnormal Blood K Concentration,abnormal_blood_k_concentration,general,english,,active
375,Abnormal Blood Monovalent Inorganic Cation Concentration,abnormal_blood_monovalent_inorganic_cation_concentration,general,english,,active
376,Abnormal Blood Na+ Levels,abnormal_blood_na+_levels,general,english,,active
377,Abnormal Blood O2 Level,abnormal_blood_o2_level,general,english,,active
378,Abnormal Blood Oxygen Level,abnormal_blood_oxygen_level,general,english,,active
379,Abnormal Blood Oxygen Levels,abnormal_blood_oxygen_levels,general,english,,active
380,Abnormal Blood Phosphate Concentration,abnormal_blood_phosphate_concentration,general,english,,active
381,Abnormal Blood Potassium Concentration,abnormal_blood_potassium_concentration,general,english,,active
382,Abnormal Blood Sodium Concentration,abnormal_blood_sodium_concentration,general,english,,active
383,Abnormal Blood Transition Element Cation Concentration,abnormal_blood_transition_element_cation_concentration,general,english,,active
384,Abnormal Blood Urea Nitrogen Concentration,abnormal_blood_urea_nitrogen_concentration,general,english,,active
385,Abnormal Blood Vessel Morphology,abnormal_blood_vessel_morphology,general,english,,active
386,Abnormal Blood Zinc Concentration,abnormal_blood_zinc_concentration,general,english,,active
387,Abnormal Blood-gas Level,abnormal_blood-gas_level,general,english,,active
388,Abnormal BMI,abnormal_bmi,general,english,,active
389,Abnormal Body Mass Index,abnormal_body_mass_index,general,english,,active
390,Abnormal Bone Collagen Fibril Morphology,abnormal_bone_collagen_fibril_morphology,general,english,,active
391,Abnormal Bone Marrow Cell Morphology,abnormal_bone_marrow_cell_morphology,general,english,,active
392,Abnormal Bone Maturation of Vertebra,abnormal_bone_maturation_of_vertebra,general,english,,active
393,Abnormal Bone Ossification,abnormal_bone_ossification,general,english,,active
394,Abnormal Bone Structure,abnormal_bone_structure,general,english,,active
395,Abnormal Bones of 4th Finger,abnormal_bones_of_4th_finger,general,english,,active
396,Abnormal Bowel Sounds,abnormal_bowel_sounds,general,english,,active
397,Abnormal Bowman Capsule Morphology,abnormal_bowman_capsule_morphology,general,english,,active
398,Abnormal Bowman Space Morphology,abnormal_bowman_space_morphology,general,english,,active
399,Abnormal BPD,abnormal_bpd,general,english,,active
400,Abnormal Brain Choline Level By Magnetic Resonance Spectroscopy,abnormal_brain_choline_level_by_magnetic_resonance_spectroscopy,general,english,,active
401,Abnormal Brain Choline Level By MRS,abnormal_brain_choline_level_by_mrs,general,english,,active
402,Abnormal Brain Choline/creatine Ratio By MRS,abnormal_brain_choline/creatine_ratio_by_mrs,general,english,,active
403,Abnormal Brain Creatine Level By Magnetic Resonance Spectroscopy,abnormal_brain_creatine_level_by_magnetic_resonance_spectroscopy,general,english,,active
404,Abnormal Brain Creatine Level By MRS,abnormal_brain_creatine_level_by_mrs,general,english,,active
405,Abnormal Brain FDG PET Scan,abnormal_brain_fdg_pet_scan,general,english,,active
406,Abnormal Brain FDG Positron Emission Tomography,abnormal_brain_fdg_positron_emission_tomography,general,english,,active
407,Abnormal Brain Glutamine Level By MRS,abnormal_brain_glutamine_level_by_mrs,general,english,,active
408,Abnormal Brain Imaging,abnormal_brain_imaging,general,english,,active
409,Abnormal Brain Lactate Level By MRS,abnormal_brain_lactate_level_by_mrs,general,english,,active
410,Abnormal Brain Morphology,abnormal_brain_morphology,general,english,,active
411,Abnormal Brain N-acetyl Aspartate Level By Magnetic Resonance Spectroscopy,abnormal_brain_n-acetyl_aspartate_level_by_magnetic_resonance_spectroscopy,general,english,,active
412,Abnormal Brain N-acetyl Aspartate Level By MRS,abnormal_brain_n-acetyl_aspartate_level_by_mrs,general,english,,active
413,Abnormal Brain PET Scan,abnormal_brain_pet_scan,general,english,,active
414,Abnormal Brain Positron Emission Tomography,abnormal_brain_positron_emission_tomography,general,english,,active
415,Abnormal Brain Scan,abnormal_brain_scan,general,english,,active
416,Abnormal Brain-evoked Potentials,abnormal_brain-evoked_potentials,general,english,,active
417,Abnormal Brainstem Auditory-evoked Potentials,abnormal_brainstem_auditory-evoked_potentials,general,english,,active
418,Abnormal Brainstem Morphology,abnormal_brainstem_morphology,general,english,,active
419,Abnormal Brainstem MRI Signal Intensity,abnormal_brainstem_mri_signal_intensity,general,english,,active
420,Abnormal Brainstem White Matter Morphology,abnormal_brainstem_white_matter_morphology,general,english,,active
421,Abnormal Branched-chain Amino Acid Levels in Cerbrospinal Fluid,abnormal_branched-chain_amino_acid_levels_in_cerbrospinal_fluid,general,english,,active
422,Abnormal Branching Pattern of Left Aortic Arch,abnormal_branching_pattern_of_left_aortic_arch,general,english,,active
423,Abnormal Branching Pattern of the Aortic Arch,abnormal_branching_pattern_of_the_aortic_arch,general,english,,active
424,Abnormal Breast Morphology,abnormal_breast_morphology,general,english,,active
425,Abnormal Breast Physiology,abnormal_breast_physiology,general,english,,active
426,Abnormal Breath Sound,abnormal_breath_sound,general,english,,active
427,Abnormal Breathing,abnormal_breathing,general,english,,active
428,Abnormal Bronchial Artery Morphology,abnormal_bronchial_artery_morphology,general,english,,active
429,Abnormal Bronchoalveolar Fluid Protein Level,abnormal_bronchoalveolar_fluid_protein_level,general,english,,active
430,Abnormal Bronchoalveolar Lavage Fluid Morphology,abnormal_bronchoalveolar_lavage_fluid_morphology,general,english,,active
431,Abnormal Bronchus Morphology,abnormal_bronchus_morphology,general,english,,active
432,Abnormal Bronchus Physiology,abnormal_bronchus_physiology,general,english,,active
433,Abnormal Buccal Fat Pad Morphology,abnormal_buccal_fat_pad_morphology,general,english,,active
434,Abnormal Buccal Mucosa Cell Morphology,abnormal_buccal_mucosa_cell_morphology,general,english,,active
435,Abnormal Buccal Mucosa Morphology,abnormal_buccal_mucosa_morphology,general,english,,active
436,Abnormal Bulbus Cordis Morphology,abnormal_bulbus_cordis_morphology,general,english,,active
437,Abnormal BUN Concentration,abnormal_bun_concentration,general,english,,active
438,Abnormal Bursal Fluid Morphology,abnormal_bursal_fluid_morphology,general,english,,active
439,Abnormal C Peptide Level,abnormal_c_peptide_level,general,english,,active
440,Abnormal C-reactive Protein Level,abnormal_c-reactive_protein_level,general,english,,active
441,Abnormal Ca-PHOS Regulating Hormone Level,abnormal_ca-phos_regulating_hormone_level,general,english,,active
442,Abnormal Ca2+ PO4 Regulating Hormone Level,abnormal_ca2+_po4_regulating_hormone_level,general,english,,active
443,Abnormal Caecum Morphology,abnormal_caecum_morphology,general,english,,active
444,Abnormal Calcification of the Carpal Bones,abnormal_calcification_of_the_carpal_bones,general,english,,active
445,Abnormal Calcification of the Wrist Bones,abnormal_calcification_of_the_wrist_bones,general,english,,active
446,Abnormal Calf Muscles,abnormal_calf_muscles,general,english,,active
447,Abnormal Calf Musculature Morphology,abnormal_calf_musculature_morphology,general,english,,active
448,Abnormal Calvaria Morphology,abnormal_calvaria_morphology,general,english,,active
449,Abnormal Capillary Morphology,abnormal_capillary_morphology,general,english,,active
450,Abnormal Capillary Physiology,abnormal_capillary_physiology,general,english,,active
451,Abnormal Capitate Bone Morphology,abnormal_capitate_bone_morphology,general,english,,active
452,Abnormal Carbon Dioxide Level in Cord Blood,abnormal_carbon_dioxide_level_in_cord_blood,general,english,,active
453,Abnormal Cardiac Atrial Physiology,abnormal_cardiac_atrial_physiology,general,english,,active
454,Abnormal Cardiac Atrium Morphology,abnormal_cardiac_atrium_morphology,general,english,,active
455,Abnormal Cardiac Biomarker Test,abnormal_cardiac_biomarker_test,general,english,,active
456,Abnormal Cardiac Cath,abnormal_cardiac_cath,general,english,,active
457,Abnormal Cardiac Catheterization,abnormal_cardiac_catheterization,general,english,,active
458,Abnormal Cardiac Exercise Stress Test,abnormal_cardiac_exercise_stress_test,general,english,,active
459,Abnormal Cardiac Exercise Test,abnormal_cardiac_exercise_test,general,english,,active
460,Abnormal Cardiac Index,abnormal_cardiac_index,general,english,,active
461,Abnormal Cardiac Magnetic Resonance Imaging,abnormal_cardiac_magnetic_resonance_imaging,general,english,,active
462,Abnormal Cardiac Magnetic Resonance Imaging Finding,abnormal_cardiac_magnetic_resonance_imaging_finding,general,english,,active
463,Abnormal Cardiac MRI,abnormal_cardiac_mri,general,english,,active
464,Abnormal Cardiac Muscle Cell Morphology,abnormal_cardiac_muscle_cell_morphology,general,english,,active
465,Abnormal Cardiac Output,abnormal_cardiac_output,general,english,,active
466,Abnormal Cardiac Septum Morphology,abnormal_cardiac_septum_morphology,general,english,,active
467,Abnormal Cardiac Test,abnormal_cardiac_test,general,english,,active
468,Abnormal Cardiac Ventricle Morphology,abnormal_cardiac_ventricle_morphology,general,english,,active
469,Abnormal Cardiac Ventricular Function,abnormal_cardiac_ventricular_function,general,english,,active
470,Abnormal Cardiomyocyte Connexin43 Staining,abnormal_cardiomyocyte_connexin43_staining,general,english,,active
471,Abnormal Cardiomyocyte Dystrophin Staining,abnormal_cardiomyocyte_dystrophin_staining,general,english,,active
472,Abnormal Cardiomyocyte Mitochondrial Morphology,abnormal_cardiomyocyte_mitochondrial_morphology,general,english,,active
473,Abnormal Cardiomyocyte Morphology,abnormal_cardiomyocyte_morphology,general,english,,active
474,Abnormal Cardiomyocyte Plakoglobin Staining,abnormal_cardiomyocyte_plakoglobin_staining,general,english,,active
475,Abnormal Cardiovascular System Morphology,abnormal_cardiovascular_system_morphology,general,english,,active
476,Abnormal Cardiovascular System Physiology,abnormal_cardiovascular_system_physiology,general,english,,active
477,Abnormal Carnosine Levels in Cerebrospinal Fluid,abnormal_carnosine_levels_in_cerebrospinal_fluid,general,english,,active
478,Abnormal Carotid Artery Morphology,abnormal_carotid_artery_morphology,general,english,,active
479,Abnormal Carpal Bones,abnormal_carpal_bones,general,english,,active
